aded,boro,nta_name,BLK,CON,DEM,GRE,IND,OTH,REF,REP,WEP,WOR,total_first2016,total_voted_reg2008,total_voted2016,pct_total_first2016_total_voted_reg2008,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes
37016,Queens,Queensbridge-Ravenswood-Long Island City,,,12,,,,,2,,,14,322,439,4.35,3.19,85.71,14.29,0,23,422,474
37017,Queens,Queensbridge-Ravenswood-Long Island City,2,,15,,1,,,,,,18,363,492,4.96,3.66,83.33,0,16.67,18,473,528
37018,Queens,Hunters Point-Sunnyside-West Maspeth,1,,14,,,,,2,,,17,315,603,5.4,2.82,82.35,11.76,5.88,59,692,835
37019,Queens,Hunters Point-Sunnyside-West Maspeth,7,,6,,,,,,,,13,191,678,6.81,1.92,46.15,0,53.85,97,742,962
37020,Queens,Hunters Point-Sunnyside-West Maspeth,2,,6,,,,,4,,,12,218,574,5.5,2.09,50,33.33,16.67,62,517,669
37021,Queens,Hunters Point-Sunnyside-West Maspeth,5,,9,,1,1,,3,,,19,344,648,5.52,2.93,47.37,15.79,36.84,66,541,702
37022,Queens,Hunters Point-Sunnyside-West Maspeth,8,,10,,2,,,2,,,22,426,808,5.16,2.72,45.45,9.09,45.45,103,810,1020
37023,Queens,Hunters Point-Sunnyside-West Maspeth,6,,9,,1,,,4,,,20,363,827,5.51,2.42,45,20,35,161,1427,1792
37024,Queens,Hunters Point-Sunnyside-West Maspeth,3,,12,,,,,1,,,16,279,844,5.73,1.9,75,6.25,18.75,92,994,1258
37025,Queens,Hunters Point-Sunnyside-West Maspeth,2,,4,,,,,1,,,7,59,118,11.86,5.93,57.14,14.29,28.57,17,100,132
37027,Queens,Hunters Point-Sunnyside-West Maspeth,7,,9,,1,,,4,,,21,491,747,4.28,2.81,42.86,19.05,38.1,118,715,940
37028,Queens,Hunters Point-Sunnyside-West Maspeth,6,,13,1,,,,1,,,21,415,713,5.06,2.95,61.9,4.76,33.33,80,678,840
37029,Queens,Hunters Point-Sunnyside-West Maspeth,6,,15,,,,,5,,,26,388,697,6.7,3.73,57.69,19.23,23.08,117,565,775
37030,Queens,Hunters Point-Sunnyside-West Maspeth,7,,13,1,1,,,3,,,25,332,596,7.53,4.19,52,12,36,97,572,781
37031,Queens,Hunters Point-Sunnyside-West Maspeth,5,,12,,,,,2,,,19,338,647,5.62,2.94,63.16,10.53,26.32,142,665,899
37032,Queens,Hunters Point-Sunnyside-West Maspeth,4,,13,,,,,1,,,18,303,558,5.94,3.23,72.22,5.56,22.22,101,689,888
37033,Queens,Hunters Point-Sunnyside-West Maspeth,4,1,12,,1,,,1,,,19,273,566,6.96,3.36,63.16,5.26,31.58,77,621,770
37034,Queens,Hunters Point-Sunnyside-West Maspeth,2,1,18,,,,,2,,,23,280,561,8.21,4.1,78.26,8.7,13.04,72,352,465
37035,Queens,Hunters Point-Sunnyside-West Maspeth,5,,20,,1,,,2,,1,29,340,593,8.53,4.89,68.97,6.9,24.14,55,532,680
37036,Queens,Hunters Point-Sunnyside-West Maspeth,10,,16,,,,,2,,,28,386,704,7.25,3.98,57.14,7.14,35.71,125,567,794
37037,Queens,Hunters Point-Sunnyside-West Maspeth,1,,13,,,,,3,,,17,367,720,4.63,2.36,76.47,17.65,5.88,101,612,830
37038,Queens,Hunters Point-Sunnyside-West Maspeth,2,,9,,,,,,,,11,324,677,3.4,1.62,81.82,0,18.18,116,628,820
37039,Queens,Hunters Point-Sunnyside-West Maspeth,4,,7,1,,,,4,,,16,377,650,4.24,2.46,43.75,25,31.25,113,604,792
37041,Queens,Ridgewood,1,,6,,,,,6,,,13,92,187,14.13,6.95,46.15,46.15,7.69,53,136,205
37042,Queens,Ridgewood,5,,23,,,,,4,,,32,280,493,11.43,6.49,71.88,12.5,15.63,129,337,511
37043,Queens,Maspeth,3,,7,1,,,,5,,,16,286,496,5.59,3.23,43.75,31.25,25,264,385,721
37044,Queens,Ridgewood,5,,19,,,,,5,,,29,301,476,9.63,6.09,65.52,17.24,17.24,301,415,791
37045,Queens,Ridgewood,4,1,20,,2,1,,9,,,37,332,543,11.14,6.81,54.05,24.32,21.62,224,427,714
37046,Queens,Ridgewood,7,,18,,,,,3,,,28,268,495,10.45,5.66,64.29,10.71,25,233,334,632
37047,Queens,Ridgewood,5,1,11,,1,1,,4,,,23,288,572,7.99,4.02,47.83,17.39,34.78,170,450,675
37048,Queens,Ridgewood,6,,18,,2,,,3,,1,30,308,569,9.74,5.27,60,10,30,175,456,698
37049,Queens,Glendale,2,1,18,,2,,,2,,,25,328,576,7.62,4.34,72,8,20,156,483,697
37050,Queens,Ridgewood,8,,15,,1,,,5,,,29,338,591,8.58,4.91,51.72,17.24,31.03,145,428,631
37052,Queens,Ridgewood,1,,9,,1,,,,,,11,124,213,8.87,5.16,81.82,0,18.18,65,153,231
37053,Queens,Ridgewood,4,,4,,,,,,,,8,68,130,11.76,6.15,50,0,50,34,83,139
37054,Queens,Ridgewood,,,6,,1,,,,,,7,96,210,7.29,3.33,85.71,0,14.29,33,166,218
37055,Queens,Ridgewood,,,1,,,,,,,,1,3,5,33.33,20,100,0,0,0,0,0
37056,Queens,Ridgewood,6,,10,,,,,1,,,17,239,518,7.11,3.28,58.82,5.88,35.29,86,527,689
37057,Queens,Ridgewood,3,1,19,,1,,,5,,,29,217,467,13.36,6.21,65.52,17.24,17.24,123,562,747
37058,Queens,Ridgewood,4,,12,,1,,,7,,,24,257,580,9.34,4.14,50,29.17,20.83,103,569,747
37059,Queens,Ridgewood,7,1,22,,,,,3,,,33,360,630,9.17,5.24,66.67,9.09,24.24,86,607,748
37060,Queens,Ridgewood,1,,3,,,,,3,,,7,35,59,20,11.86,42.86,42.86,14.29,15,44,67
37061,Queens,Ridgewood,2,1,12,,1,1,,5,,,22,242,430,9.09,5.12,54.55,22.73,22.73,138,263,454
37062,Queens,Ridgewood,3,,15,,,,,4,,,22,279,447,7.89,4.92,68.18,18.18,13.64,158,280,472
37063,Queens,Hunters Point-Sunnyside-West Maspeth,5,,8,,1,,,3,,,17,315,563,5.4,3.02,47.06,17.65,35.29,137,643,836
37064,Queens,Hunters Point-Sunnyside-West Maspeth,4,,10,,,,,4,,,18,467,684,3.85,2.63,55.56,22.22,22.22,170,607,853
37065,Queens,Hunters Point-Sunnyside-West Maspeth,9,,14,,,,,5,,,28,335,592,8.36,4.73,50,17.86,32.14,121,564,759
37067,Queens,Ridgewood,3,,9,,,,,4,,1,17,208,430,8.17,3.95,52.94,23.53,23.53,149,420,634
37068,Queens,Ridgewood,3,,10,,,,,2,,,15,219,442,6.85,3.39,66.67,13.33,20,134,500,695
37075,Queens,Hunters Point-Sunnyside-West Maspeth,,,4,,,,,2,,,6,233,718,2.58,0.84,66.67,33.33,0,71,807,1013
37076,Queens,Hunters Point-Sunnyside-West Maspeth,2,,7,,,,,,,,9,127,292,7.09,3.08,77.78,0,22.22,34,235,306
37077,Queens,Hunters Point-Sunnyside-West Maspeth,4,,17,,,,,1,,,22,375,670,5.87,3.28,77.27,4.55,18.18,73,565,748
37078,Queens,Hunters Point-Sunnyside-West Maspeth,5,,11,,2,,,2,,,20,329,712,6.08,2.81,55,10,35,0,0,0
37079,Queens,Hunters Point-Sunnyside-West Maspeth,3,,10,,,,,5,,,18,323,737,5.57,2.44,55.56,27.78,16.67,0,0,0
37080,Queens,Hunters Point-Sunnyside-West Maspeth,3,,6,,,,,1,,,10,217,630,4.61,1.59,60,10,30,0,0,0
37081,Queens,Queensbridge-Ravenswood-Long Island City,2,,10,,,,,1,,,13,156,554,8.33,2.35,76.92,7.69,15.38,0,0,0
37082,Queens,Hunters Point-Sunnyside-West Maspeth,5,,21,,1,,,4,,,31,297,652,10.44,4.75,67.74,12.9,19.35,0,0,0
37083,Queens,Hunters Point-Sunnyside-West Maspeth,9,,8,,1,,,5,,,23,392,683,5.87,3.37,34.78,21.74,43.48,0,0,0
37084,Queens,Ridgewood,6,,11,,,,,4,,,21,307,505,6.84,4.16,52.38,19.05,28.57,0,0,0
37085,Queens,Middle Village,5,,8,,1,,,5,,1,20,274,419,7.3,4.77,40,25,35,0,0,0
37086,Queens,Ridgewood,3,,16,,1,,,1,,,21,189,376,11.11,5.59,76.19,4.76,19.05,0,0,0
37087,Queens,Ridgewood,8,1,21,,,,,3,,,33,309,603,10.68,5.47,63.64,9.09,27.27,0,0,0
37088,Queens,Queensbridge-Ravenswood-Long Island City,3,,7,,,,,5,,,15,127,272,11.81,5.51,46.67,33.33,20,0,0,0
38001,Queens,Ridgewood,,,12,,,,,,,,12,219,467,5.48,2.57,100,0,0,52,412,514
38002,Queens,Ridgewood,2,,11,,,,,2,,,15,157,360,9.55,4.17,73.33,13.33,13.33,49,419,517
38003,Queens,Ridgewood,4,,11,,,,,2,,,17,164,438,10.37,3.88,64.71,11.76,23.53,80,475,598
38004,Queens,Ridgewood,2,,21,,,,,4,,,27,262,553,10.31,4.88,77.78,14.81,7.41,82,452,592
38005,Queens,Ridgewood,6,,18,,2,1,,2,,1,30,332,564,9.04,5.32,60,6.67,33.33,36,435,519
38006,Queens,Ridgewood,7,,12,,,,,1,,,20,308,590,6.49,3.39,60,5,35,105,555,730
38007,Queens,Ridgewood,3,,21,,,,,2,,,26,273,473,9.52,5.5,80.77,7.69,11.54,63,467,584
38008,Queens,Ridgewood,7,,13,,3,,,1,,,24,301,537,7.97,4.47,54.17,4.17,41.67,113,488,662
38009,Queens,Glendale,2,,14,,,,,6,,,22,333,514,6.61,4.28,63.64,27.27,9.09,165,520,758
38010,Queens,Glendale,4,,17,,1,,,4,,,26,331,491,7.85,5.3,65.38,15.38,19.23,166,535,774
38011,Queens,Ridgewood,1,,,,,,,,,,1,4,4,25,25,0,0,100,1,3,4
38012,Queens,Glendale,4,,14,,1,,,5,,,24,286,425,8.39,5.65,58.33,20.83,20.83,131,279,461
38013,Queens,Glendale,7,,12,,,,,5,,,24,238,364,10.08,6.59,50,20.83,29.17,132,221,390
38014,Queens,Glendale,8,,11,,1,1,,4,,,25,348,566,7.18,4.42,44,16,40,241,454,757
38015,Queens,Glendale,5,,,,,,,1,,,6,135,181,4.44,3.31,0,16.67,83.33,74,103,191
38016,Queens,Glendale,4,,16,,,,,9,,1,30,406,611,7.39,4.91,53.33,30,16.67,292,424,791
38017,Queens,Glendale,6,1,14,,,,,8,,,29,437,651,6.64,4.45,48.28,27.59,24.14,321,372,777
38018,Queens,Glendale,6,,19,,2,,,3,,,30,379,611,7.92,4.91,63.33,10,26.67,326,408,807
38019,Queens,Glendale,7,1,4,,3,2,,3,,,20,338,500,5.92,4,20,15,65,249,246,546
38020,Queens,Richmond Hill,,,7,,1,,,2,,,10,80,119,12.5,8.4,70,20,10,31,100,161
38021,Queens,Woodhaven,4,,9,,,,,,,,13,191,304,6.81,4.28,69.23,0,30.77,70,231,334
38022,Queens,Woodhaven,4,,9,,,,,5,,,18,390,542,4.62,3.32,50,27.78,22.22,349,450,865
38023,Queens,Woodhaven,4,,16,,,,,3,,,23,298,493,7.72,4.67,69.57,13.04,17.39,106,502,665
38024,Queens,Woodhaven,5,,28,,1,,,,,,34,301,510,11.3,6.67,82.35,0,17.65,90,534,674
38025,Queens,Woodhaven,4,1,22,,,,,2,,,29,280,473,10.36,6.13,75.86,6.9,17.24,88,516,648
38026,Queens,Woodhaven,6,,19,,1,,,,,,26,318,502,8.18,5.18,73.08,0,26.92,90,394,522
38027,Queens,Woodhaven,4,,29,,1,,,3,,,37,324,547,11.42,6.76,78.38,8.11,13.51,62,485,586
38028,Queens,Glendale,5,1,12,,2,,,8,,1,29,429,631,6.76,4.6,41.38,27.59,31.03,275,333,673
38029,Queens,Woodhaven,2,,9,,1,,,,,,12,243,510,4.94,2.35,75,0,25,47,457,540
38030,Queens,Woodhaven,5,,21,,2,,,,,,28,314,613,8.92,4.57,75,0,25,98,586,765
38031,Queens,Woodhaven,3,,12,,,,,,,,15,325,600,4.62,2.5,80,0,20,116,474,662
38032,Queens,Woodhaven,4,,22,,,,,6,,,32,298,524,10.74,6.11,68.75,18.75,12.5,107,527,691
38033,Queens,Woodhaven,7,,17,,1,,,5,,1,31,314,544,9.87,5.7,54.84,16.13,29.03,65,264,360
38034,Queens,Woodhaven,3,,7,,1,,,,,,11,146,237,7.53,4.64,63.64,0,36.36,34,198,245
38035,Queens,Ozone Park,3,,7,,,,,1,,,11,55,130,20,8.46,63.64,9.09,27.27,15,109,140
38036,Queens,South Ozone Park,,,10,,,,,2,,,12,119,218,10.08,5.5,83.33,16.67,0,32,185,231
38037,Queens,Richmond Hill,,,1,,,,,2,,,3,18,35,16.67,8.57,33.33,66.67,0,51,255,345
38038,Queens,Richmond Hill,5,,14,,,,,,,,19,182,335,10.44,5.67,73.68,0,26.32,97,532,678
38039,Queens,South Ozone Park,2,,11,,,,,3,,,16,230,445,6.96,3.6,68.75,18.75,12.5,120,581,760
38040,Queens,Richmond Hill,6,,14,,1,,,3,,,24,228,439,10.53,5.47,58.33,12.5,29.17,77,527,653
38041,Queens,Richmond Hill,3,,23,,,,,1,,,27,297,614,9.09,4.4,85.19,3.7,11.11,81,655,786
38042,Queens,Richmond Hill,4,,26,1,,,,2,,1,34,279,528,12.19,6.44,76.47,5.88,17.65,115,540,714
38043,Queens,Richmond Hill,3,,15,,,,,,,,18,211,361,8.53,4.99,83.33,0,16.67,47,304,375
38044,Queens,Richmond Hill,4,,16,,,,,3,,,23,305,504,7.54,4.56,69.57,13.04,17.39,72,414,525
38045,Queens,Woodhaven,1,,9,,,,,2,,1,13,181,317,7.18,4.1,69.23,15.38,15.38,50,256,328
38046,Queens,Richmond Hill,2,,15,,,,,,,,17,218,416,7.8,4.09,88.24,0,11.76,63,347,443
38047,Queens,Richmond Hill,4,,8,,,,,3,,,15,256,414,5.86,3.62,53.33,20,26.67,80,334,461
38048,Queens,Woodhaven,1,,14,,1,,,4,,,20,332,544,6.02,3.68,70,20,10,178,542,787
38049,Queens,Woodhaven,5,,12,,2,,,6,,,25,257,479,9.73,5.22,48,24,28,152,594,809
38050,Queens,Woodhaven,1,,8,,,,,2,,,11,283,457,3.89,2.41,72.73,18.18,9.09,100,338,471
38051,Queens,Woodhaven,6,,16,,,,,1,,,23,369,587,6.23,3.92,69.57,4.35,26.09,108,515,702
38052,Queens,Woodhaven,2,,11,,,,,3,,,16,344,532,4.65,3.01,68.75,18.75,12.5,171,476,715
38053,Queens,Woodhaven,4,,6,,,,,1,,,11,140,194,7.86,5.67,54.55,9.09,36.36,35,161,205
38054,Queens,Woodhaven,5,1,18,,1,,,1,,,26,355,626,7.32,4.15,69.23,3.85,26.92,126,499,682
38055,Queens,Woodhaven,3,,18,,,,,5,,,26,379,595,6.86,4.37,69.23,19.23,11.54,122,523,733
38056,Queens,Woodhaven,5,,13,,,,,2,,,20,331,560,6.04,3.57,65,10,25,103,496,667
38057,Queens,Woodhaven,3,,17,,,,,5,,,25,363,588,6.89,4.25,68,20,12,102,478,645
38058,Queens,Woodhaven,8,,18,,1,,,5,,,32,422,671,7.58,4.77,56.25,15.63,28.13,123,411,606
38059,Queens,Woodhaven,6,,16,,,,,4,,,26,372,615,6.99,4.23,61.54,15.38,23.08,93,312,442
38062,Queens,Ridgewood,8,,11,,,,,4,,,23,238,563,9.66,4.09,47.83,17.39,34.78,57,472,596
38063,Queens,Woodhaven,6,,18,1,1,,,2,,,28,332,555,8.43,5.05,64.29,7.14,28.57,90,457,605
38064,Queens,Ridgewood,4,,19,,2,,,,,,25,200,451,12.5,5.54,76,0,24,0,0,0
38065,Queens,Glendale,3,,13,,2,1,,5,,,24,296,441,8.11,5.44,54.17,20.83,25,0,0,0
38066,Queens,Glendale,6,,11,,,,,3,,,20,311,494,6.43,4.05,55,15,30,0,0,0
38067,Queens,Woodhaven,4,,5,,,,,4,,1,14,214,290,6.54,4.83,35.71,28.57,35.71,0,0,0
38068,Queens,Woodhaven,6,,13,,1,,,,1,,21,231,396,9.09,5.3,61.9,0,38.1,0,0,0
38069,Queens,Richmond Hill,5,,17,,1,,,4,,,27,257,465,10.51,5.81,62.96,14.81,22.22,0,0,0
38070,Queens,Richmond Hill,6,,18,,2,,,2,,,28,309,544,9.06,5.15,64.29,7.14,28.57,0,0,0
38071,Queens,Woodhaven,8,,13,,1,,,1,,,23,295,444,7.8,5.18,56.52,4.35,39.13,0,0,0
39001,Queens,North Corona,3,,6,,,,,2,,,11,264,520,4.17,2.12,54.55,18.18,27.27,57,415,528
39002,Queens,Corona,4,,14,,,,,2,,1,21,239,421,8.79,4.99,66.67,9.52,23.81,92,426,569
39003,Queens,Corona,5,,11,,1,,,4,,,21,262,465,8.02,4.52,52.38,19.05,28.57,91,375,500
39004,Queens,Corona,2,1,15,,,,,3,,,21,310,590,6.77,3.56,71.43,14.29,14.29,104,478,612
39005,Queens,Corona,2,,15,,1,,,2,,,20,287,566,6.97,3.53,75,10,15,71,492,617
39006,Queens,Corona,2,,16,,,,,,,,18,206,399,8.74,4.51,88.89,0,11.11,49,357,436
39007,Queens,Corona,5,,22,,1,,,2,,,30,362,591,8.29,5.08,73.33,6.67,20,96,615,759
39008,Queens,Corona,3,,14,,1,,,2,,,20,240,437,8.33,4.58,70,10,20,89,465,591
39009,Queens,North Corona,2,,12,,,,,,,,14,236,490,5.93,2.86,85.71,0,14.29,57,519,621
39010,Queens,Corona,4,,23,,,,,1,,,28,280,500,10,5.6,82.14,3.57,14.29,69,519,651
39011,Queens,Elmhurst,7,,20,,3,,,3,,,33,259,535,12.74,6.17,60.61,9.09,30.3,101,427,584
39012,Queens,Elmhurst,5,,10,,,,,2,,,17,305,541,5.57,3.14,58.82,11.76,29.41,72,566,688
39013,Queens,Elmhurst,1,,14,,1,,,1,,,17,265,547,6.42,3.11,82.35,5.88,11.76,67,481,600
39014,Queens,Elmhurst,4,,18,,1,,,1,,,24,272,479,8.82,5.01,75,4.17,20.83,82,387,501
39015,Queens,Elmhurst,5,,14,,1,,,3,,,23,368,628,6.25,3.66,60.87,13.04,26.09,63,558,683
39016,Queens,Elmhurst,2,,23,1,,,,,,,26,334,635,7.78,4.09,88.46,0,11.54,98,532,691
39017,Queens,Elmhurst,10,,21,,,,,2,,,33,319,665,10.34,4.96,63.64,6.06,30.3,103,548,693
39018,Queens,Jackson Heights,9,,36,,,,,2,,,47,363,654,12.95,7.19,76.6,4.26,19.15,85,539,689
39019,Queens,Jackson Heights,5,,15,,,,,2,1,,23,358,689,6.42,3.34,65.22,8.7,26.09,81,600,744
39020,Queens,Elmhurst,,,2,,,,,,,,2,20,40,10,5,100,0,0,6,33,42
39021,Queens,Elmhurst,3,,5,,,,,,,,8,63,113,12.7,7.08,62.5,0,37.5,24,83,121
39022,Queens,Elmhurst-Maspeth,,,3,,,,,,,,3,51,182,5.88,1.65,100,0,0,37,144,203
39023,Queens,Elmhurst,2,,15,,,,,2,,,19,268,514,7.09,3.7,78.95,10.53,10.53,98,412,539
39024,Queens,Elmhurst,4,,5,,,1,,1,,,11,108,233,10.19,4.72,45.45,9.09,45.45,54,173,251
39025,Queens,Elmhurst,6,,16,,,,,2,,,24,297,581,8.08,4.13,66.67,8.33,25,100,466,613
39026,Queens,Elmhurst,5,,12,,1,,,1,,,19,233,417,8.15,4.56,63.16,5.26,31.58,74,329,441
39027,Queens,Elmhurst,2,,9,,1,,,1,,,13,251,451,5.18,2.88,69.23,7.69,23.08,80,366,492
39028,Queens,Elmhurst,1,,7,,,,,1,,,9,73,123,12.33,7.32,77.78,11.11,11.11,17,104,130
39029,Queens,Elmhurst,1,,14,,,,,6,,,21,310,555,6.77,3.78,66.67,28.57,4.76,102,450,594
39030,Queens,Elmhurst,2,,16,,,,,3,,,21,297,622,7.07,3.38,76.19,14.29,9.52,83,403,531
39031,Queens,Elmhurst,8,,12,,,,,5,,,25,211,410,11.85,6.1,48,20,32,116,295,435
39032,Queens,Elmhurst,7,,14,,,,,3,,,24,187,343,12.83,7,58.33,12.5,29.17,45,284,363
39033,Queens,Elmhurst,1,,11,,,,,1,,,13,159,324,8.18,4.01,84.62,7.69,7.69,129,519,709
39034,Queens,Elmhurst,3,,15,,,,,2,,,20,257,538,7.78,3.72,75,10,15,132,513,695
39035,Queens,Elmhurst-Maspeth,11,,11,,,,,4,,,26,189,334,13.76,7.78,42.31,15.38,42.31,83,243,349
39036,Queens,Elmhurst-Maspeth,,,3,,,,,,,,3,39,54,7.69,5.56,100,0,0,19,37,57
39037,Queens,Elmhurst,5,,10,,1,,,8,,,24,213,527,11.27,4.55,41.67,33.33,25,89,434,554
39038,Queens,Elmhurst-Maspeth,2,1,5,,,,,2,,,10,173,340,5.78,2.94,50,20,30,49,291,373
39040,Queens,Elmhurst,1,,4,,,,,2,,,7,66,126,10.61,5.56,57.14,28.57,14.29,31,97,143
39041,Queens,Elmhurst,1,,19,,,,,1,,,21,239,554,8.79,3.79,90.48,4.76,4.76,53,492,588
39042,Queens,Elmhurst,,,2,,,,,2,,,4,45,95,8.89,4.21,50,50,0,11,87,103
39043,Queens,Jackson Heights,1,,12,,,,,1,,,14,241,493,5.81,2.84,85.71,7.14,7.14,77,411,535
39044,Queens,Jackson Heights,4,,9,,,,,,,,13,327,530,3.98,2.45,69.23,0,30.77,119,668,878
39045,Queens,Jackson Heights,8,,10,,,,,3,,,21,442,638,4.75,3.29,47.62,14.29,38.1,115,639,891
39046,Queens,Jackson Heights,3,,9,,1,,,,,,13,492,640,2.64,2.03,69.23,0,30.77,111,718,915
39047,Queens,Jackson Heights,13,,12,,,,,6,,,31,488,745,6.35,4.16,38.71,19.35,41.94,135,587,811
39048,Queens,Jackson Heights,3,,10,,,,,4,,,17,201,472,8.46,3.6,58.82,23.53,17.65,82,387,501
39049,Queens,Jackson Heights,3,,8,,1,,,3,,1,16,310,700,5.16,2.29,50,18.75,31.25,69,605,723
39050,Queens,Jackson Heights,4,,6,,,,,,,,10,113,178,8.85,5.62,60,0,40,31,147,193
39051,Queens,Jackson Heights,5,,7,,,,,,,,12,269,466,4.46,2.58,58.33,0,41.67,68,378,486
39052,Queens,North Corona,3,1,10,,1,,,1,,,16,205,392,7.8,4.08,62.5,6.25,31.25,78,541,679
39053,Queens,Corona,5,,12,,,,,3,,,20,175,366,11.43,5.46,60,15,25,0,0,0
39054,Queens,Corona,2,,8,,,,,1,,,11,248,479,4.44,2.3,72.73,9.09,18.18,0,0,0
39055,Queens,Elmhurst,2,1,10,,,,,,,,13,127,317,10.24,4.1,76.92,0,23.08,0,0,0
39056,Queens,Jackson Heights,4,,16,,2,,,5,,,27,451,689,5.99,3.92,59.26,18.52,22.22,0,0,0
40001,Queens,Ft. Totten-Bay Terrace-Clearview,8,,11,,1,,,13,,,33,430,566,7.67,5.83,33.33,39.39,27.27,336,220,615
40002,Queens,Whitestone,4,1,10,,1,,,11,,,27,391,563,6.91,4.8,37.04,40.74,22.22,289,258,592
40003,Queens,Murray Hill,6,,22,,,,,3,,,31,279,405,11.11,7.65,70.97,9.68,19.35,117,274,418
40004,Queens,Flushing,10,1,10,,,,,11,,,32,437,619,7.32,5.17,31.25,34.38,34.38,242,250,545
40005,Queens,Murray Hill,7,,16,,3,,,12,,1,39,424,594,9.2,6.57,41.03,30.77,28.21,385,298,730
40006,Queens,Murray Hill,8,,11,,,,,12,,1,32,513,663,6.24,4.83,34.38,37.5,28.13,339,241,626
40007,Queens,Murray Hill,12,,14,,,,,4,,,30,401,538,7.48,5.58,46.67,13.33,40,333,378,784
40008,Queens,Murray Hill,1,1,8,,2,,,5,,,17,195,287,8.72,5.92,47.06,29.41,23.53,78,192,298
40009,Queens,Murray Hill,11,,11,,1,,,7,,,30,517,678,5.8,4.42,36.67,23.33,40,314,388,763
40011,Queens,Murray Hill,,,2,,1,,,2,,,5,51,78,9.8,6.41,40,40,20,22,53,93
40012,Queens,Murray Hill,1,,,,,,,,,,1,44,68,2.27,1.47,0,0,100,26,42,72
40013,Queens,Murray Hill,9,,22,,1,,,8,,,40,463,635,8.64,6.3,55,20,25,208,259,521
40014,Queens,Flushing,4,,14,,2,,,6,,,26,354,520,7.34,5,53.85,23.08,23.08,222,361,655
40015,Queens,Murray Hill,12,,25,,1,,,6,,,44,411,593,10.71,7.42,56.82,13.64,29.55,166,324,554
40016,Queens,Flushing,7,,16,1,,,,6,,,30,297,450,10.1,6.67,53.33,20,26.67,149,378,682
40017,Queens,Murray Hill,7,,11,,,,,,,,18,160,243,11.25,7.41,61.11,0,38.89,79,154,255
40018,Queens,Flushing,3,,9,,,,,1,,,13,199,322,6.53,4.04,69.23,7.69,23.08,146,444,668
40019,Queens,Murray Hill,6,1,18,,,,,2,,,27,292,502,9.25,5.38,66.67,7.41,25.93,79,412,560
40020,Queens,Murray Hill,6,,20,,1,,,3,,1,31,293,493,10.58,6.29,64.52,9.68,25.81,156,450,679
40021,Queens,Flushing,4,,7,,,,,2,,,13,189,290,6.88,4.48,53.85,15.38,30.77,75,210,319
40022,Queens,Flushing,4,1,17,,,,,4,,,26,405,606,6.42,4.29,65.38,15.38,19.23,146,435,655
40023,Queens,Murray Hill,4,,10,,,,,1,,,15,235,391,6.38,3.84,66.67,6.67,26.67,144,392,611
40024,Queens,Murray Hill,7,,10,,1,,,1,,,19,231,357,8.23,5.32,52.63,5.26,42.11,107,422,578
40025,Queens,Flushing,6,,11,,1,,,,,,18,266,444,6.77,4.05,61.11,0,38.89,116,325,477
40026,Queens,Murray Hill,6,,13,,2,,,1,,,22,206,394,10.68,5.58,59.09,4.55,36.36,99,307,425
40027,Queens,East Flushing,8,1,19,,1,,,6,,,35,256,463,13.67,7.56,54.29,17.14,28.57,117,344,510
40028,Queens,East Flushing,2,,10,,,,,3,,,15,167,284,8.98,5.28,66.67,20,13.33,55,223,301
40029,Queens,East Flushing,9,,21,,2,,,5,,,37,265,439,13.96,8.43,56.76,13.51,29.73,188,400,634
40030,Queens,East Flushing,9,,18,,,,,9,,,36,320,512,11.25,7.03,50,25,25,224,364,640
40031,Queens,East Flushing,8,,18,,,,,1,,,27,266,410,10.15,6.59,66.67,3.7,29.63,163,339,554
40032,Queens,Flushing,3,,17,,1,,,4,,,25,231,380,10.82,6.58,68,16,16,145,368,580
40033,Queens,Flushing,10,,11,,,,,2,,,23,230,367,10,6.27,47.83,8.7,43.48,138,389,596
40034,Queens,Flushing,2,,8,,,,,2,,,12,150,295,8,4.07,66.67,16.67,16.67,119,460,639
40035,Queens,Flushing,1,,20,,,,,5,,,26,338,623,7.69,4.17,76.92,19.23,3.85,97,504,647
40036,Queens,Flushing,5,,16,,,,,3,,,24,380,515,6.32,4.66,66.67,12.5,20.83,141,363,549
40037,Queens,Murray Hill,8,,16,,,,,2,,,26,333,552,7.81,4.71,61.54,7.69,30.77,92,461,600
40038,Queens,Murray Hill,11,,22,,1,,,4,,,38,306,455,12.42,8.35,57.89,10.53,31.58,136,306,487
40039,Queens,Flushing,4,,8,,,,,2,,,14,255,486,5.49,2.88,57.14,14.29,28.57,125,485,647
40040,Queens,Flushing,4,,10,,1,,,2,,,17,309,473,5.5,3.59,58.82,11.76,29.41,98,361,538
40041,Queens,Flushing,7,,9,,,,,2,,,18,214,304,8.41,5.92,50,11.11,38.89,136,357,542
40042,Queens,Flushing,6,,17,,,,,3,,,26,262,412,9.92,6.31,65.38,11.54,23.08,109,286,447
40043,Queens,Flushing,3,,7,,,,,1,,,11,302,466,3.64,2.36,63.64,9.09,27.27,130,326,506
40044,Queens,Flushing,5,,10,,,,,2,,,17,198,355,8.59,4.79,58.82,11.76,29.41,75,266,373
40045,Queens,Flushing,2,,10,,,,,,,,12,248,393,4.84,3.05,83.33,0,16.67,81,365,512
