aded,boro,nta_name,BLK,CON,DEM,GRE,IND,OTH,REF,REP,WEP,WOR,total_first2016,total_voted_reg2008,total_voted2016,pct_total_first2016_total_voted_reg2008,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes
71023,Manhattan,Central Harlem North-Polo Grounds,1,,13,,,,,1,,,15,298,512,5.03,2.93,86.67,6.67,6.67,7,692,773
71024,Manhattan,Hamilton Heights,1,,6,,,,,1,,,8,247,425,3.24,1.88,75,12.5,12.5,27,775,934
71025,Manhattan,Hamilton Heights,2,,16,,,,,,,,18,256,431,7.03,4.18,88.89,0,11.11,21,430,534
71026,Manhattan,Hamilton Heights,2,,6,,,,,,,,8,300,536,2.67,1.49,75,0,25,25,695,775
71027,Manhattan,Hamilton Heights,,,11,1,,,,,,,12,212,336,5.66,3.57,91.67,0,8.33,9,315,377
71028,Manhattan,Hamilton Heights,1,,5,,,,,,,,6,299,502,2.01,1.2,83.33,0,16.67,15,407,461
71029,Manhattan,Hamilton Heights,2,,13,1,,,,,,,16,246,450,6.5,3.56,81.25,0,18.75,12,444,509
71030,Manhattan,Hamilton Heights,1,,14,,1,,,1,,,17,255,562,6.67,3.02,82.35,5.88,11.76,12,528,602
71031,Manhattan,Hamilton Heights,1,,7,,2,,,1,,,11,413,703,2.66,1.56,63.64,9.09,27.27,24,639,740
71032,Manhattan,Hamilton Heights,1,,10,,1,,,2,,,14,317,608,4.42,2.3,71.43,14.29,14.29,13,680,775
71033,Manhattan,Hamilton Heights,2,,12,,,,,1,,,15,356,660,4.21,2.27,80,6.67,13.33,31,591,708
71034,Manhattan,Hamilton Heights,,,7,,,,,,,,7,304,532,2.3,1.32,100,0,0,9,436,507
71035,Manhattan,Hamilton Heights,1,,8,,,,,,,,9,236,462,3.81,1.95,88.89,0,11.11,13,439,523
71036,Manhattan,Hamilton Heights,,,14,,,,,1,,,15,291,486,5.15,3.09,93.33,6.67,0,16,478,534
71037,Manhattan,Hamilton Heights,3,,26,,,1,,2,,,32,247,424,12.96,7.55,81.25,6.25,12.5,28,636,730
71038,Manhattan,Hamilton Heights,2,,41,,,,,1,,1,45,296,498,15.2,9.04,91.11,2.22,6.67,15,601,686
71039,Manhattan,Washington Heights South,2,,22,,,,,,,,24,312,519,7.69,4.62,91.67,0,8.33,32,491,573
71040,Manhattan,Washington Heights South,2,,10,1,,,,,,,13,393,606,3.31,2.15,76.92,0,23.08,38,556,655
71041,Manhattan,Washington Heights South,1,,16,,,,,1,,,18,503,704,3.58,2.56,88.89,5.56,5.56,33,677,780
71042,Manhattan,Washington Heights South,2,,17,,2,,,1,,,22,302,534,7.28,4.12,77.27,4.55,18.18,17,540,607
71043,Manhattan,Washington Heights South,1,,8,,,,,1,,,10,246,428,4.07,2.34,80,10,10,27,620,684
71044,Manhattan,Washington Heights South,1,,11,,,1,,,,,13,322,584,4.04,2.23,84.62,0,15.38,14,435,507
71045,Manhattan,Washington Heights South,2,,9,,,,,2,,,13,241,477,5.39,2.73,69.23,15.38,15.38,27,459,541
71046,Manhattan,Washington Heights South,1,,19,,,,,2,,,22,368,631,5.98,3.49,86.36,9.09,4.55,40,563,669
71047,Manhattan,Washington Heights South,,,8,,2,,,,,,10,423,538,2.36,1.86,80,0,20,28,492,574
71048,Manhattan,Washington Heights South,4,,40,,,,,2,,,46,285,516,16.14,8.91,86.96,4.35,8.7,27,480,561
71049,Manhattan,Washington Heights South,4,,24,,1,,,1,,,30,364,602,8.24,4.98,80,3.33,16.67,37,563,663
71050,Manhattan,Washington Heights South,4,,7,,,,,1,,,12,205,384,5.85,3.13,58.33,8.33,33.33,34,611,727
71051,Manhattan,Washington Heights South,1,,2,,1,,,,,,4,73,162,5.48,2.47,50,0,50,9,156,179
71052,Manhattan,Washington Heights South,2,,24,,,,,1,,,27,367,586,7.36,4.61,88.89,3.7,7.41,22,559,627
71053,Manhattan,Washington Heights South,2,,11,,,,,1,,,14,161,314,8.7,4.46,78.57,7.14,14.29,35,455,526
71054,Manhattan,Washington Heights South,,,25,,,,,3,,,28,342,535,8.19,5.23,89.29,10.71,0,26,494,568
71055,Manhattan,Washington Heights South,2,,17,,,,,,,,19,209,373,9.09,5.09,89.47,0,10.53,22,365,447
71056,Manhattan,Washington Heights South,4,,29,,,,,1,,,34,205,349,16.59,9.74,85.29,2.94,11.76,18,339,378
71057,Manhattan,Washington Heights South,8,,58,,1,,,3,,,70,222,427,31.53,16.39,82.86,4.29,12.86,46,401,476
71058,Manhattan,Washington Heights South,6,1,23,,,,,2,,,32,300,525,10.67,6.1,71.88,6.25,21.88,27,489,558
71059,Manhattan,Washington Heights South,2,,18,,,,,2,,1,23,229,426,10.04,5.4,78.26,8.7,13.04,34,388,467
71060,Manhattan,Washington Heights South,4,,7,,,,,1,,,12,279,479,4.3,2.51,58.33,8.33,33.33,34,464,544
71061,Manhattan,Washington Heights South,2,,7,,,,,1,,,10,182,428,5.49,2.34,70,10,20,30,416,512
71062,Manhattan,Washington Heights South,3,,11,,,,,2,,,16,223,394,7.17,4.06,68.75,12.5,18.75,30,373,452
71063,Manhattan,Washington Heights South,1,,16,,,,,1,,,18,244,429,7.38,4.2,88.89,5.56,5.56,53,574,698
71064,Manhattan,Washington Heights South,,,10,,,,,,,,10,188,366,5.32,2.73,100,0,0,39,539,658
71065,Manhattan,Washington Heights South,4,,15,,1,,,1,,,21,313,551,6.71,3.81,71.43,4.76,23.81,58,617,748
71066,Manhattan,Washington Heights South,2,,15,,,,,,,,17,301,573,5.65,2.97,88.24,0,11.76,33,535,625
71067,Manhattan,Washington Heights South,4,,7,,1,1,,1,,,14,288,479,4.86,2.92,50,7.14,42.86,31,459,532
71068,Manhattan,Central Harlem North-Polo Grounds,5,,12,,,,,1,,,18,344,567,5.23,3.17,66.67,5.56,27.78,12,491,566
71069,Manhattan,Washington Heights South,2,,10,,1,,,1,,,14,212,347,6.6,4.03,71.43,7.14,21.43,47,543,655
71070,Manhattan,Washington Heights South,2,,44,1,,,,6,,,53,315,547,16.83,9.69,83.02,11.32,5.66,47,638,751
71071,Manhattan,Hamilton Heights,,,9,,,,,,,,9,251,458,3.59,1.97,100,0,0,8,302,351
71072,Manhattan,Washington Heights South,3,,12,,,,,1,,,16,218,401,7.34,3.99,75,6.25,18.75,41,553,648
71073,Manhattan,Washington Heights South,3,,8,,,,,1,,,12,349,523,3.44,2.29,66.67,8.33,25,54,613,752
71074,Manhattan,Washington Heights North,1,,16,,1,,,1,,,19,294,512,6.46,3.71,84.21,5.26,10.53,61,688,818
71075,Manhattan,Washington Heights South,6,,23,,,,1,2,,,32,322,513,9.94,6.24,71.88,6.25,21.88,35,475,567
71076,Manhattan,Washington Heights North,5,,17,,,,,1,,,23,350,613,6.57,3.75,73.91,4.35,21.74,46,560,675
71077,Manhattan,Washington Heights North,1,,14,,1,,,,,,16,491,676,3.26,2.37,87.5,0,12.5,44,613,741
71078,Manhattan,Washington Heights North,3,,8,,,,,,,,11,508,678,2.17,1.62,72.73,0,27.27,43,605,734
71079,Manhattan,Washington Heights North,,,8,,,,,2,,,10,542,702,1.85,1.42,80,20,0,48,615,757
71080,Manhattan,Washington Heights North,,,7,,,,,2,,,9,258,433,3.49,2.08,77.78,22.22,0,35,382,455
71081,Manhattan,Washington Heights North,2,,9,,1,,,3,,,15,365,600,4.11,2.5,60,20,20,66,503,665
71082,Manhattan,Washington Heights North,2,,11,1,,,,3,,,17,392,610,4.34,2.79,64.71,17.65,17.65,124,454,664
71083,Manhattan,Washington Heights North,5,,9,,1,,,,,,15,471,694,3.18,2.16,60,0,40,78,796,989
71084,Manhattan,Washington Heights North,1,,4,,,,,,,,5,270,425,1.85,1.18,80,0,20,34,388,469
71085,Manhattan,Washington Heights North,4,,18,,1,,,1,,,24,526,730,4.56,3.29,75,4.17,20.83,48,468,580
71087,Manhattan,Central Harlem North-Polo Grounds,2,,18,,1,,,2,,,23,405,580,5.68,3.97,78.26,8.7,13.04,16,559,626
71088,Manhattan,Central Harlem North-Polo Grounds,1,1,11,,1,,,1,,,15,252,376,5.95,3.99,73.33,6.67,20,12,365,411
71089,Manhattan,Central Harlem North-Polo Grounds,2,1,22,,,,,2,,,27,430,620,6.28,4.35,81.48,7.41,11.11,22,612,704
71090,Manhattan,Central Harlem North-Polo Grounds,4,,25,,,,,1,,1,31,422,618,7.35,5.02,80.65,3.23,16.13,10,609,677
71091,Manhattan,Central Harlem North-Polo Grounds,1,,7,,,,,1,,,9,253,333,3.56,2.7,77.78,11.11,11.11,9,328,358
71092,Manhattan,Washington Heights South,3,,12,,,,,,,,15,369,542,4.07,2.77,80,0,20,21,515,600
71093,Manhattan,Washington Heights South,1,,1,,,,,,,,2,171,317,1.17,0.63,50,0,50,6,310,357
71097,Manhattan,Washington Heights South,5,,11,1,2,,,1,,,20,332,575,6.02,3.48,55,5,40,0,0,0
71098,Manhattan,Washington Heights South,2,,28,,2,,,4,,,36,309,469,11.65,7.68,77.78,11.11,11.11,0,0,0
71099,Manhattan,Washington Heights South,,,6,,,,,2,,,8,229,438,3.49,1.83,75,25,0,0,0,0
71100,Manhattan,Washington Heights South,2,,13,,,,,,,,15,239,453,6.28,3.31,86.67,0,13.33,0,0,0
71101,Manhattan,Hamilton Heights,2,,7,,1,,,,,1,11,148,249,7.43,4.42,63.64,0,36.36,0,0,0
71102,Manhattan,Central Harlem North-Polo Grounds,,,6,,,,,2,,,8,199,342,4.02,2.34,75,25,0,0,0,0
71103,Manhattan,Hamilton Heights,1,,6,,1,,,2,,,10,173,323,5.78,3.1,60,20,20,0,0,0
71104,Manhattan,Hamilton Heights,,,12,,,,,1,,,13,187,382,6.95,3.4,92.31,7.69,0,0,0,0
71105,Manhattan,Hamilton Heights,1,,6,,,,,,,,7,193,369,3.63,1.9,85.71,0,14.29,0,0,0
71106,Manhattan,Hamilton Heights,,,2,,,,,1,,,3,138,254,2.17,1.18,66.67,33.33,0,0,0,0
71107,Manhattan,Central Harlem North-Polo Grounds,4,,13,,,,,1,,,18,309,511,5.83,3.52,72.22,5.56,22.22,0,0,0
71108,Manhattan,Washington Heights South,1,,4,,,,,,,,5,134,229,3.73,2.18,80,0,20,0,0,0
71109,Manhattan,Central Harlem North-Polo Grounds,,,8,,,,,,,,8,210,355,3.81,2.25,100,0,0,0,0,0
72001,Manhattan,Washington Heights South,,,4,,,,,,,,4,220,391,1.82,1.02,100,0,0,19,372,441
72002,Manhattan,Washington Heights South,2,,8,,,,,,,,10,299,553,3.34,1.81,80,0,20,37,710,802
72003,Manhattan,Washington Heights South,2,,11,,,,,,,,13,220,391,5.91,3.32,84.62,0,15.38,29,551,632
72004,Manhattan,Washington Heights South,,,7,,,,,2,,,9,202,405,4.46,2.22,77.78,22.22,0,30,597,689
72005,Manhattan,Washington Heights South,1,,16,,,,,,,,17,207,412,8.21,4.13,94.12,0,5.88,28,598,682
72006,Manhattan,Washington Heights South,1,,9,,1,,,1,,,12,165,298,7.27,4.03,75,8.33,16.67,36,579,661
72007,Manhattan,Washington Heights South,1,,13,,,,,,,,14,199,343,7.04,4.08,92.86,0,7.14,25,574,637
72008,Manhattan,Washington Heights South,3,1,15,,1,,,1,,,21,237,398,8.86,5.28,71.43,4.76,23.81,22,382,459
72009,Manhattan,Washington Heights South,3,,18,,1,,,1,,,23,330,586,6.97,3.92,78.26,4.35,17.39,16,565,619
72010,Manhattan,Washington Heights South,1,,18,,,,,1,,,20,296,539,6.76,3.71,90,5,5,40,502,591
72011,Manhattan,Washington Heights South,1,,12,,,,,2,,,15,214,366,7.01,4.1,80,13.33,6.67,44,567,656
72012,Manhattan,Washington Heights South,,,16,,1,,,1,,,18,270,471,6.67,3.82,88.89,5.56,5.56,21,445,499
72013,Manhattan,Washington Heights South,1,1,13,1,,,,,,1,17,169,297,10.06,5.72,76.47,0,23.53,38,564,642
72014,Manhattan,Washington Heights South,2,,17,,,,,,,1,20,241,459,8.3,4.36,85,0,15,4,228,239
72015,Manhattan,Washington Heights South,,,21,,,,,1,,,22,293,505,7.51,4.36,95.45,4.55,0,44,679,770
72016,Manhattan,Washington Heights North,1,,19,,,,,3,,,23,261,446,8.81,5.16,82.61,13.04,4.35,28,414,486
72017,Manhattan,Washington Heights North,5,,15,,,,,1,,,21,294,507,7.14,4.14,71.43,4.76,23.81,36,525,613
72018,Manhattan,Washington Heights North,4,,11,1,1,1,,2,,,20,357,564,5.6,3.55,55,10,35,124,535,755
72019,Manhattan,Washington Heights North,3,,5,,,,,1,,,9,298,486,3.02,1.85,55.56,11.11,33.33,71,411,535
72020,Manhattan,Washington Heights North,3,,12,,,,,1,,,16,247,405,6.48,3.95,75,6.25,18.75,51,593,686
72021,Manhattan,Washington Heights North,1,,21,,1,,,1,,,24,292,554,8.22,4.33,87.5,4.17,8.33,52,537,623
72022,Manhattan,Washington Heights North,3,,11,,,,,1,,,15,312,545,4.81,2.75,73.33,6.67,20,49,488,590
72023,Manhattan,Washington Heights North,3,,12,,,,,1,,,16,225,436,7.11,3.67,75,6.25,18.75,63,357,468
72024,Manhattan,Washington Heights North,6,,32,,,,,6,,,44,261,474,16.86,9.28,72.73,13.64,13.64,35,434,496
72025,Manhattan,Washington Heights North,2,,13,,,,,2,,,17,203,346,8.37,4.91,76.47,11.76,11.76,38,538,631
72026,Manhattan,Washington Heights North,4,,23,,,,1,2,,,30,378,625,7.94,4.8,76.67,6.67,16.67,52,555,672
72027,Manhattan,Washington Heights North,2,,9,,,,,,,,11,211,414,5.21,2.66,81.82,0,18.18,18,404,447
72028,Manhattan,Washington Heights North,3,,17,,,,,1,,,21,257,491,8.17,4.28,80.95,4.76,14.29,49,644,770
72029,Manhattan,Washington Heights North,4,,17,,,,,,,,21,281,549,7.47,3.83,80.95,0,19.05,58,503,621
72030,Manhattan,Washington Heights North,,,10,,,,,1,,,11,264,477,4.17,2.31,90.91,9.09,0,40,558,647
72031,Manhattan,Washington Heights North,,,6,,,,,,,,6,150,288,4,2.08,100,0,0,40,584,660
72032,Manhattan,Washington Heights North,6,,10,,3,,,2,,,21,415,609,5.06,3.45,47.62,9.52,42.86,101,474,622
72033,Manhattan,Marble Hill-Inwood,2,,18,,,,,,,,20,278,448,7.19,4.46,90,0,10,29,411,498
72034,Manhattan,Washington Heights North,2,,17,,,,,,,1,20,186,323,10.75,6.19,85,0,15,32,596,678
72035,Manhattan,Washington Heights North,3,,14,,,,,,,,17,200,413,8.5,4.12,82.35,0,17.65,39,624,699
72036,Manhattan,Washington Heights North,1,,16,,1,,,1,,,19,328,562,5.79,3.38,84.21,5.26,10.53,78,471,607
72037,Manhattan,Washington Heights North,3,,6,,2,,,,,,11,241,401,4.56,2.74,54.55,0,45.45,70,315,445
72038,Manhattan,Washington Heights North,4,,12,,,,,1,,1,18,320,631,5.63,2.85,66.67,5.56,27.78,52,551,694
72039,Manhattan,Washington Heights North,,,11,,,,,,,,11,283,530,3.89,2.08,100,0,0,52,685,800
72040,Manhattan,Washington Heights North,3,,12,,,,,,,,15,382,637,3.93,2.35,80,0,20,65,788,950
72041,Manhattan,Washington Heights North,3,,15,,1,,,1,,,20,343,607,5.83,3.29,75,5,20,58,630,764
72042,Manhattan,Washington Heights North,4,,11,1,1,1,,,,,18,373,605,4.83,2.98,61.11,0,38.89,33,546,642
72043,Manhattan,Washington Heights North,3,,20,,,,,,,,23,365,673,6.3,3.42,86.96,0,13.04,31,639,740
72044,Manhattan,Washington Heights North,1,,18,,,,,2,,,21,316,511,6.65,4.11,85.71,9.52,4.76,32,486,563
72045,Manhattan,Washington Heights North,5,,18,,,,,1,,,24,258,457,9.3,5.25,75,4.17,20.83,25,454,519
72046,Manhattan,Washington Heights North,4,,26,,,,,2,,,32,366,641,8.74,4.99,81.25,6.25,12.5,46,599,713
72047,Manhattan,Marble Hill-Inwood,2,,11,,,,,,,,13,297,531,4.38,2.45,84.62,0,15.38,23,504,576
72048,Manhattan,Marble Hill-Inwood,1,,27,,,,,1,,,29,336,560,8.63,5.18,93.1,3.45,3.45,17,531,585
72049,Manhattan,Marble Hill-Inwood,3,,32,,1,,,1,,,37,325,537,11.38,6.89,86.49,2.7,10.81,36,491,570
72050,Manhattan,Marble Hill-Inwood,3,,12,,,,,,,,15,320,427,4.69,3.51,80,0,20,21,409,464
72051,Manhattan,Marble Hill-Inwood,,,21,,,,,1,,,22,322,440,6.83,5,95.45,4.55,0,22,492,545
72052,Manhattan,Marble Hill-Inwood,2,,18,,,,,3,,,23,389,590,5.91,3.9,78.26,13.04,8.7,39,538,616
72053,Manhattan,Marble Hill-Inwood,4,,15,,,,,1,,,20,195,394,10.26,5.08,75,5,20,43,610,700
72054,Manhattan,Marble Hill-Inwood,4,,22,,1,,,,,,27,286,528,9.44,5.11,81.48,0,18.52,33,657,734
72055,Manhattan,Marble Hill-Inwood,3,,26,,1,,,,,,30,327,568,9.17,5.28,86.67,0,13.33,33,535,621
72056,Manhattan,Marble Hill-Inwood,2,,17,,,,,,,,19,272,580,6.99,3.28,89.47,0,10.53,43,532,613
72057,Manhattan,Marble Hill-Inwood,2,,9,,1,,,,,,12,372,640,3.23,1.88,75,0,25,54,573,701
72058,Manhattan,Marble Hill-Inwood,3,1,15,1,,,,1,,1,22,469,715,4.69,3.08,68.18,4.55,27.27,39,642,757
72059,Manhattan,Marble Hill-Inwood,4,,17,,1,,,,,,22,347,584,6.34,3.77,77.27,0,22.73,44,535,654
72060,Manhattan,Marble Hill-Inwood,2,1,12,,2,,,2,,,19,408,688,4.66,2.76,63.16,10.53,26.32,28,380,457
72061,Manhattan,Marble Hill-Inwood,4,,23,,,,,4,,,31,294,510,10.54,6.08,74.19,12.9,12.9,46,459,544
72062,Manhattan,Marble Hill-Inwood,3,,48,,2,,,1,,,54,283,470,19.08,11.49,88.89,1.85,9.26,27,450,509
72063,Manhattan,Marble Hill-Inwood,3,,18,,,,,1,,,22,339,589,6.49,3.74,81.82,4.55,13.64,37,562,649
72064,Manhattan,Marble Hill-Inwood,6,,14,,,,,2,,,22,350,597,6.29,3.69,63.64,9.09,27.27,66,759,931
72065,Manhattan,Marble Hill-Inwood,3,,10,,1,,,,,,14,290,577,4.83,2.43,71.43,0,28.57,25,420,475
72066,Manhattan,Marble Hill-Inwood,3,,9,,,,,,,,12,335,562,3.58,2.14,75,0,25,72,716,885
72067,Manhattan,Marble Hill-Inwood,3,,12,,1,,,,,,16,486,703,3.29,2.28,75,0,25,75,612,769
72068,Manhattan,Marble Hill-Inwood,3,,14,,,,,,,,17,572,798,2.97,2.13,82.35,0,17.65,45,741,908
72069,Manhattan,Marble Hill-Inwood,4,,14,1,2,,,3,,,24,440,618,5.45,3.88,58.33,12.5,29.17,48,490,613
72070,Manhattan,Marble Hill-Inwood,3,,14,,2,,,1,,,20,394,694,5.08,2.88,70,5,25,30,453,542
72071,Manhattan,Marble Hill-Inwood,1,,18,,1,,,,,,20,271,373,7.38,5.36,90,0,10,39,604,706
72072,Manhattan,Marble Hill-Inwood,1,,14,,,,,,,,15,240,349,6.25,4.3,93.33,0,6.67,18,550,600
72073,Manhattan,Marble Hill-Inwood,4,,10,,,,,,,,14,257,421,5.45,3.33,71.43,0,28.57,21,401,458
72074,Manhattan,Marble Hill-Inwood,3,,22,,,,,2,,,27,417,670,6.47,4.03,81.48,7.41,11.11,51,625,760
72075,Manhattan,Marble Hill-Inwood,3,,12,,,,,,,1,16,509,708,3.14,2.26,75,0,25,52,645,782
72076,Manhattan,Washington Heights North,3,,17,,2,,,2,,,24,280,540,8.57,4.44,70.83,8.33,20.83,34,497,571
72077,Manhattan,Washington Heights South,3,,24,,,,,,,,27,274,496,9.85,5.44,88.89,0,11.11,22,492,561
72078,Manhattan,Washington Heights South,1,,24,,,,,1,,,26,226,410,11.5,6.34,92.31,3.85,3.85,22,390,445
72079,Manhattan,Washington Heights South,1,,25,,,,,,,,26,247,467,10.53,5.57,96.15,0,3.85,22,452,502
72086,Manhattan,Marble Hill-Inwood,1,,13,,,,,,,,14,288,460,4.86,3.04,92.86,0,7.14,0,0,0
72087,Manhattan,Washington Heights North,1,,9,,,,,,,,10,171,322,5.85,3.11,90,0,10,0,0,0
72088,Manhattan,Washington Heights North,3,,8,,,,,,,,11,192,362,5.73,3.04,72.73,0,27.27,0,0,0
72089,Manhattan,Washington Heights North,1,,15,,,,,1,,,17,253,439,6.72,3.87,88.24,5.88,5.88,0,0,0
72090,Manhattan,Washington Heights North,2,,12,,,,,1,,,15,232,418,6.47,3.59,80,6.67,13.33,0,0,0
72091,Manhattan,Washington Heights North,1,,14,,,,,1,,,16,310,539,5.16,2.97,87.5,6.25,6.25,0,0,0
72092,Manhattan,Washington Heights South,4,,9,,,,,,,,13,265,486,4.91,2.67,69.23,0,30.77,0,0,0
72093,Manhattan,Washington Heights South,4,,26,1,1,,,2,,,34,337,553,10.09,6.15,76.47,5.88,17.65,0,0,0
72094,Manhattan,Washington Heights South,2,,22,,,,,2,,,26,295,567,8.81,4.59,84.62,7.69,7.69,0,0,0
72095,Manhattan,Washington Heights South,2,,9,,,,,1,,,12,210,315,5.71,3.81,75,8.33,16.67,0,0,0
72096,Manhattan,Marble Hill-Inwood,2,,11,,,,,,,,13,212,342,6.13,3.8,84.62,0,15.38,0,0,0
72097,Manhattan,Washington Heights North,1,,13,,,,,1,,,15,158,285,9.49,5.26,86.67,6.67,6.67,0,0,0
73001,Manhattan,Murray Hill-Kips Bay,1,,3,,1,,,2,,,7,195,418,3.59,1.67,42.86,28.57,28.57,98,653,853
73002,Manhattan,Murray Hill-Kips Bay,3,,3,,,,,3,,,9,209,393,4.31,2.29,33.33,33.33,33.33,137,487,735
73003,Manhattan,Murray Hill-Kips Bay,3,,12,,,,,3,,,18,442,750,4.07,2.4,66.67,16.67,16.67,96,568,759
73004,Manhattan,Murray Hill-Kips Bay,,,2,,1,,,,,,3,257,428,1.17,0.7,66.67,0,33.33,79,344,494
73005,Manhattan,Murray Hill-Kips Bay,1,,9,,1,,,2,,,13,307,484,4.23,2.69,69.23,15.38,15.38,127,627,902
73006,Manhattan,Murray Hill-Kips Bay,2,,9,,2,,,4,,,17,316,542,5.38,3.14,52.94,23.53,23.53,73,467,626
73007,Manhattan,Midtown-Midtown South,2,,3,,,,,1,,,6,282,465,2.13,1.29,50,16.67,33.33,138,562,827
73008,Manhattan,Midtown-Midtown South,1,,1,,,,,,,,2,24,46,8.33,4.35,50,0,50,9,31,57
73009,Manhattan,Murray Hill-Kips Bay,4,,9,,,,,2,,,15,385,718,3.9,2.09,60,13.33,26.67,111,694,933
73010,Manhattan,Murray Hill-Kips Bay,2,,9,,,,,2,,,13,423,734,3.07,1.77,69.23,15.38,15.38,91,643,844
73011,Manhattan,Turtle Bay-East Midtown,8,,15,,1,1,,3,,,28,299,601,9.36,4.66,53.57,10.71,35.71,158,652,951
73012,Manhattan,Turtle Bay-East Midtown,5,,8,,1,,,1,,,15,184,409,8.15,3.67,53.33,6.67,40,32,117,174
73013,Manhattan,Upper East Side-Carnegie Hill,5,,8,,,,,4,,,17,389,500,4.37,3.4,47.06,23.53,29.41,80,402,560
73014,Manhattan,Turtle Bay-East Midtown,,,1,,,,,1,,,2,64,245,3.13,0.82,50,50,0,38,205,284
73015,Manhattan,Turtle Bay-East Midtown,3,,6,,,,,,,,9,116,235,7.76,3.83,66.67,0,33.33,51,213,305
73016,Manhattan,Turtle Bay-East Midtown,7,,8,1,1,,,2,,,19,285,525,6.67,3.62,42.11,10.53,47.37,179,635,957
73017,Manhattan,Yorkville,7,,2,,,,,4,,,13,274,460,4.74,2.83,15.38,30.77,53.85,54,401,522
73018,Manhattan,Turtle Bay-East Midtown,4,,7,1,,,,2,,,14,335,545,4.18,2.57,50,14.29,35.71,151,631,917
73019,Manhattan,Turtle Bay-East Midtown,5,,5,,1,,,2,,,13,233,432,5.58,3.01,38.46,15.38,46.15,97,463,660
73020,Manhattan,Turtle Bay-East Midtown,2,,1,,1,,,,,,4,18,37,22.22,10.81,25,0,75,8,29,44
73021,Manhattan,Turtle Bay-East Midtown,,,5,,2,,,3,,,10,323,533,3.1,1.88,50,30,20,112,458,652
73022,Manhattan,Turtle Bay-East Midtown,1,,6,,,,,5,,,12,284,511,4.23,2.35,50,41.67,8.33,112,488,716
73023,Manhattan,Turtle Bay-East Midtown,4,,11,,1,,,3,,,19,333,622,5.71,3.05,57.89,15.79,26.32,130,614,884
73024,Manhattan,Yorkville,4,,18,,3,,,3,,,28,586,754,4.78,3.71,64.29,10.71,25,139,537,749
73025,Manhattan,Turtle Bay-East Midtown,5,,12,,1,,,2,,,20,455,691,4.4,2.89,60,10,30,134,710,995
73026,Manhattan,Turtle Bay-East Midtown,1,,7,,,,,5,,,13,458,641,2.84,2.03,53.85,38.46,7.69,126,546,797
73027,Manhattan,Turtle Bay-East Midtown,,,7,,3,,,3,,,13,349,519,3.72,2.5,53.85,23.08,23.08,167,616,923
73028,Manhattan,Turtle Bay-East Midtown,8,1,14,,1,,,6,,,30,484,758,6.2,3.96,46.67,20,33.33,100,383,563
73029,Manhattan,Turtle Bay-East Midtown,6,,12,,1,,,2,,,21,405,692,5.19,3.03,57.14,9.52,33.33,144,604,853
73030,Manhattan,Yorkville,4,,10,,1,,,3,,,18,395,591,4.56,3.05,55.56,16.67,27.78,93,451,612
73031,Manhattan,Upper East Side-Carnegie Hill,5,,6,,1,,,4,,,16,505,661,3.17,2.42,37.5,25,37.5,88,550,750
73032,Manhattan,Turtle Bay-East Midtown,,,2,,,,,1,,,3,235,442,1.28,0.68,66.67,33.33,0,172,655,942
73033,Manhattan,Turtle Bay-East Midtown,2,,8,,2,,,1,,,13,543,773,2.39,1.68,61.54,7.69,30.77,168,583,859
73034,Manhattan,Turtle Bay-East Midtown,2,,5,,,,,2,,,9,349,450,2.58,2,55.56,22.22,22.22,106,324,516
73035,Manhattan,Turtle Bay-East Midtown,5,,4,,,,,6,,,15,560,766,2.68,1.96,26.67,40,33.33,125,607,835
73036,Manhattan,Turtle Bay-East Midtown,4,,2,,3,,,5,,,14,434,611,3.23,2.29,14.29,35.71,50,123,546,774
73037,Manhattan,Turtle Bay-East Midtown,5,,8,,,,,4,,,17,420,590,4.05,2.88,47.06,23.53,29.41,113,450,630
73038,Manhattan,Turtle Bay-East Midtown,4,,14,,2,,,3,,,23,491,741,4.68,3.1,60.87,13.04,26.09,150,569,852
73039,Manhattan,Turtle Bay-East Midtown,3,,5,,1,,,5,,,14,462,725,3.03,1.93,35.71,35.71,28.57,162,568,840
73040,Manhattan,Turtle Bay-East Midtown,4,,6,,,1,,6,,,17,383,643,4.44,2.64,35.29,35.29,29.41,129,515,752
73041,Manhattan,Turtle Bay-East Midtown,8,,3,,3,,,3,,,17,380,689,4.47,2.47,17.65,17.65,64.71,181,696,989
73042,Manhattan,Turtle Bay-East Midtown,6,,8,,1,1,,2,,,18,257,527,7,3.42,44.44,11.11,44.44,169,635,931
73043,Manhattan,Midtown-Midtown South,2,,3,,,,,1,,,6,59,114,10.17,5.26,50,16.67,33.33,31,82,155
73044,Manhattan,Upper East Side-Carnegie Hill,3,,4,,,,,,,,7,298,405,2.35,1.73,57.14,0,42.86,48,330,430
73045,Manhattan,Turtle Bay-East Midtown,5,,6,,1,,,3,,,15,215,351,6.98,4.27,40,20,40,105,243,429
73046,Manhattan,Midtown-Midtown South,4,,9,,,,,4,,,17,238,365,7.14,4.66,52.94,23.53,23.53,110,249,439
73047,Manhattan,Lenox Hill-Roosevelt Island,5,,10,,1,,,5,,,21,364,622,5.77,3.38,47.62,23.81,28.57,120,506,731
73048,Manhattan,Lenox Hill-Roosevelt Island,3,,3,,,1,,2,,,9,206,445,4.37,2.02,33.33,22.22,44.44,89,386,545
