aded,trump,johnson,clinton,stein,total,winner
55038,2,0,99,0,121,clinton
55039,5,0,27,0,33,clinton
55040,3,0,95,0,157,clinton
55041,8,0,229,1,283,clinton
55042,0,0,0,0,0,null
55043,0,0,0,0,0,null
55044,0,0,0,0,0,null
55045,18,1,390,6,434,clinton
55046,30,1,457,9,546,clinton
55047,2,1,207,3,227,clinton
55048,18,0,493,8,574,clinton
55049,17,3,296,2,334,clinton
55050,6,1,87,1,97,clinton
55051,1,0,39,0,41,clinton
55052,4,1,150,1,164,clinton
55053,2,1,125,1,144,clinton
55054,2,1,48,1,53,clinton
55055,18,3,526,5,604,clinton
55056,1,0,69,0,79,clinton
55057,10,1,507,1,571,clinton
55058,8,0,277,3,309,clinton
55059,15,1,464,1,517,clinton
55060,2,0,120,0,129,clinton
55061,0,0,15,0,29,clinton
55062,11,0,275,2,324,clinton
55063,4,1,166,2,188,clinton
55064,12,2,489,4,561,clinton
55065,4,2,419,2,453,clinton
55066,16,2,522,7,589,clinton
55067,7,1,431,0,477,clinton
55068,10,1,512,3,577,clinton
55069,6,2,413,2,456,clinton
55070,5,1,294,0,314,clinton
55071,6,2,291,3,315,clinton
55072,24,2,577,2,635,clinton
55073,1,0,4,0,6,clinton
55074,12,1,429,3,474,clinton
55075,5,0,406,3,440,clinton
55076,12,0,479,2,544,clinton
55077,2,1,74,1,80,clinton
55078,14,2,590,6,657,clinton
55079,3,2,379,1,445,clinton
55080,12,2,417,6,477,clinton
55081,11,0,531,0,615,clinton
55082,13,2,469,6,543,clinton
55083,5,0,451,4,497,clinton
55084,18,2,557,10,643,clinton
55085,28,5,708,8,824,clinton
55086,4,0,267,0,282,clinton
55087,19,3,650,7,740,clinton
55088,12,1,533,2,595,clinton
55089,13,0,636,3,698,clinton
55090,11,2,461,4,495,clinton
55091,15,1,602,9,665,clinton
55092,12,0,509,6,553,clinton
55093,15,0,513,2,590,clinton
55094,6,1,475,1,528,clinton
55095,5,0,173,0,201,clinton
55096,3,0,166,1,191,clinton
55097,6,0,444,1,484,clinton
55098,3,1,80,0,91,clinton
55099,10,5,531,6,591,clinton
55100,15,0,273,3,312,clinton
55101,7,0,337,4,370,clinton
55102,8,0,448,5,496,clinton
55103,8,2,685,7,757,clinton
55104,12,1,724,9,830,clinton
55105,0,0,0,0,0,null
55106,0,0,0,0,0,null
55107,0,0,0,0,0,null
55108,16,1,373,3,418,clinton
56001,12,1,459,4,503,clinton
56002,14,2,346,2,384,clinton
56003,8,3,355,2,416,clinton
56004,9,0,372,4,421,clinton
56005,2,1,403,4,454,clinton
56006,7,2,419,6,473,clinton
56007,12,1,312,0,344,clinton
56008,19,1,523,5,581,clinton
56009,7,3,514,4,575,clinton
56010,17,0,561,3,627,clinton
56011,25,2,522,11,616,clinton
56012,21,5,656,15,765,clinton
56013,11,1,476,13,552,clinton
56014,26,1,676,17,822,clinton
56015,9,2,610,20,703,clinton
56016,17,3,578,12,687,clinton
56017,13,0,475,14,541,clinton
56018,17,2,631,17,719,clinton
56019,13,3,592,10,669,clinton
56020,7,3,288,5,332,clinton
56021,12,0,452,11,518,clinton
56022,13,3,659,7,750,clinton
56023,11,3,550,12,629,clinton
56024,11,3,571,13,659,clinton
56025,20,0,577,12,655,clinton
56026,8,2,639,17,723,clinton
56027,5,1,528,11,580,clinton
56028,18,0,551,22,680,clinton
56029,4,5,427,4,483,clinton
56030,8,4,582,8,636,clinton
56031,10,2,442,7,510,clinton
56032,12,3,593,13,680,clinton
56033,17,1,585,19,694,clinton
56034,6,3,558,9,634,clinton
56035,12,3,624,16,733,clinton
56036,9,5,618,13,731,clinton
56037,7,2,658,14,766,clinton
56038,11,2,588,13,689,clinton
56039,10,4,636,18,740,clinton
56040,12,4,631,18,731,clinton
56041,6,4,397,4,458,clinton
56042,8,2,637,24,752,clinton
56043,7,3,659,20,745,clinton
56044,12,2,534,16,627,clinton
56045,11,1,528,17,593,clinton
56046,9,3,673,21,770,clinton
56047,8,4,685,16,781,clinton
56048,14,2,708,20,842,clinton
56049,10,3,698,22,806,clinton
56050,7,0,633,20,699,clinton
56051,6,4,642,13,725,clinton
56052,8,6,616,14,697,clinton
56053,12,3,540,18,639,clinton
56054,14,5,711,9,798,clinton
56055,17,6,808,20,930,clinton
56056,0,0,240,2,261,clinton
56057,4,2,502,11,563,clinton
56058,11,3,711,27,810,clinton
56059,5,0,486,8,612,clinton
56060,2,2,417,2,472,clinton
56061,8,2,352,10,400,clinton
56062,17,1,492,7,670,clinton
56063,8,4,414,1,470,clinton
56064,3,1,489,2,529,clinton
56065,14,3,418,9,495,clinton
56066,6,0,201,4,230,clinton
56067,16,3,227,4,266,clinton
56068,13,4,635,10,727,clinton
56069,7,1,553,7,690,clinton
56070,6,2,494,11,592,clinton
56071,10,1,427,5,474,clinton
56072,15,3,767,15,858,clinton
56073,4,4,285,5,340,clinton
56074,3,1,396,6,428,clinton
56075,7,0,264,3,297,clinton
56076,11,3,284,3,332,clinton
56077,65,1,661,3,797,clinton
56078,35,4,468,9,585,clinton
56079,12,6,691,14,788,clinton
56080,5,0,356,5,401,clinton
56081,0,0,0,0,0,null
56082,10,3,397,5,458,clinton
56083,5,2,367,0,412,clinton
56084,3,0,121,1,132,clinton
57001,17,2,387,5,447,clinton
57002,12,0,515,8,574,clinton
57003,7,1,422,7,457,clinton
57004,16,7,323,7,403,clinton
57005,8,0,110,0,126,clinton
57006,13,1,434,4,475,clinton
57007,25,3,498,10,567,clinton
57008,33,3,646,3,775,clinton
57009,29,13,632,8,793,clinton
57010,28,16,693,10,852,clinton
57011,26,6,482,13,643,clinton
57012,15,4,576,4,635,clinton
57013,8,3,306,4,373,clinton
57014,11,3,416,7,535,clinton
57015,8,5,572,11,709,clinton
57016,15,3,722,10,849,clinton
57017,21,7,796,22,946,clinton
57018,16,3,668,17,798,clinton
57019,29,5,110,4,193,clinton
57020,2,0,21,1,30,clinton
57021,24,9,654,20,795,clinton
57022,44,5,558,14,708,clinton
57023,10,3,366,11,435,clinton
57024,24,4,682,16,812,clinton
57025,20,11,718,14,894,clinton
57026,18,4,727,9,913,clinton
57027,6,8,583,11,703,clinton
57028,14,5,502,11,598,clinton
57029,11,2,610,23,726,clinton
57030,12,1,481,9,554,clinton
57031,18,5,739,12,861,clinton
57032,13,4,382,2,418,clinton
57033,4,1,291,3,310,clinton
57034,14,1,789,15,939,clinton
57035,5,6,704,22,828,clinton
57036,10,2,747,23,869,clinton
57037,21,5,655,20,785,clinton
57038,10,8,945,18,1082,clinton
57039,7,9,755,11,872,clinton
57040,9,1,591,12,708,clinton
57041,16,6,681,17,799,clinton
57042,11,3,592,17,756,clinton
57043,19,12,710,13,862,clinton
57044,24,9,674,8,829,clinton
57045,18,2,540,6,605,clinton
57046,12,5,368,4,416,clinton
57047,10,4,831,16,988,clinton
57048,10,3,707,20,837,clinton
57049,3,2,412,8,477,clinton
57050,21,2,782,22,893,clinton
57051,12,2,716,18,826,clinton
57052,6,7,595,5,671,clinton
57053,15,5,776,18,894,clinton
57054,6,1,475,8,546,clinton
57055,17,3,758,17,874,clinton
57056,13,5,842,24,986,clinton
57057,20,5,806,26,940,clinton
57058,7,0,540,10,607,clinton
57059,8,3,450,15,524,clinton
57060,11,4,545,13,656,clinton
57061,22,3,494,16,620,clinton
57062,1,0,85,2,98,clinton
57063,16,5,726,17,865,clinton
57064,11,5,673,9,760,clinton
57065,12,8,1032,29,1248,clinton
57066,7,5,742,15,859,clinton
57067,6,4,591,20,695,clinton
57068,16,9,687,16,774,clinton
57069,5,5,814,16,919,clinton
57070,10,3,730,18,824,clinton
57071,11,4,515,11,623,clinton
57072,18,2,771,23,1017,clinton
57073,5,4,328,3,380,clinton
57074,9,6,706,16,824,clinton
57075,6,3,745,19,848,clinton
57076,8,5,659,14,759,clinton
57077,9,4,310,5,373,clinton
57078,22,4,595,7,735,clinton
57079,10,4,687,9,782,clinton
57080,13,2,767,11,856,clinton
57081,8,5,734,20,881,clinton
57082,12,1,286,1,323,clinton
57083,9,6,560,10,643,clinton
57084,10,3,561,12,656,clinton
57085,16,6,746,14,844,clinton
57086,5,1,320,6,356,clinton
57087,9,2,695,14,806,clinton
57088,9,6,721,5,838,clinton
57089,9,1,637,7,711,clinton
57090,23,1,912,7,1015,clinton
57091,5,2,485,4,537,clinton
57092,11,0,468,8,538,clinton
57093,6,0,444,12,508,clinton
57094,29,3,629,13,737,clinton
57095,14,2,356,11,427,clinton
57096,0,0,0,0,0,null
57097,7,2,266,7,307,clinton
58001,13,1,658,9,734,clinton
58002,12,6,474,7,544,clinton
58003,10,1,581,12,669,clinton
58004,19,1,618,6,703,clinton
58005,11,2,624,4,690,clinton
58006,10,1,621,2,692,clinton
58007,10,0,526,3,585,clinton
58008,11,1,682,5,741,clinton
58009,12,0,601,3,685,clinton
58010,8,1,605,2,686,clinton
58011,20,1,656,6,731,clinton
58012,20,1,694,3,754,clinton
58013,14,1,524,2,592,clinton
58014,9,0,326,7,360,clinton
58015,12,1,463,6,523,clinton
58016,11,2,385,5,432,clinton
58017,20,1,470,5,539,clinton
58018,11,3,654,7,718,clinton
58019,9,0,375,0,413,clinton
58020,13,1,555,8,617,clinton
58021,28,2,635,4,730,clinton
58022,12,2,384,3,424,clinton
58023,13,1,578,4,642,clinton
58024,17,2,426,2,470,clinton
58025,19,2,600,1,672,clinton
58026,8,2,372,3,410,clinton
58027,12,1,535,5,586,clinton
58028,14,5,629,7,694,clinton
58029,9,1,445,5,476,clinton
58030,27,2,728,14,816,clinton
58031,16,1,607,3,664,clinton
58032,10,3,550,4,607,clinton
58033,6,0,694,5,766,clinton
58034,17,2,565,4,646,clinton
58035,7,1,530,2,576,clinton
58036,11,0,335,4,378,clinton
58037,17,1,689,9,772,clinton
58038,14,4,558,7,628,clinton
58039,13,2,556,3,605,clinton
58040,10,2,397,0,442,clinton
58041,12,1,572,3,647,clinton
58042,2,2,263,2,297,clinton
58043,11,1,633,3,705,clinton
58044,5,3,292,3,319,clinton
58045,15,1,545,10,610,clinton
58046,18,2,556,5,626,clinton
58047,4,0,468,5,516,clinton
58048,7,1,407,6,455,clinton
58049,7,0,453,2,491,clinton
58050,11,1,506,3,547,clinton
58051,10,3,387,2,421,clinton
58052,9,0,618,3,680,clinton
58053,5,0,111,1,134,clinton
58054,14,3,534,1,598,clinton
58055,10,0,502,2,541,clinton
58056,11,0,266,3,389,clinton
58057,11,4,465,3,531,clinton
58058,10,5,334,4,371,clinton
58059,29,1,383,3,453,clinton
58060,27,4,513,7,590,clinton
58061,5,1,633,5,685,clinton
58062,17,1,599,3,657,clinton
58063,23,2,374,3,435,clinton
58064,22,2,390,1,440,clinton
58065,13,0,384,2,412,clinton
58066,20,1,518,4,625,clinton
58067,13,0,535,8,576,clinton
58068,4,1,419,7,453,clinton
58069,1,0,149,0,167,clinton
58070,36,5,529,11,618,clinton
58071,27,1,477,7,540,clinton
58072,17,2,386,1,572,clinton
58073,7,2,248,4,271,clinton
58074,36,2,647,4,773,clinton
58075,9,3,589,7,674,clinton
58076,18,2,584,6,644,clinton
58077,28,0,621,12,709,clinton
58078,18,1,585,6,653,clinton
58079,30,1,574,3,652,clinton
58080,5,1,251,2,294,clinton
58081,13,3,334,3,386,clinton
58082,24,0,328,3,388,clinton
58083,4,0,380,4,413,clinton
59001,11,1,376,2,416,clinton
59002,15,1,230,0,252,clinton
59003,12,1,306,2,337,clinton
59004,17,1,511,3,553,clinton
59005,28,0,762,8,866,clinton
59006,8,2,513,2,567,clinton
59007,15,5,459,8,523,clinton
59008,29,1,669,6,748,clinton
59009,0,0,11,0,11,clinton
59010,21,2,339,3,394,clinton
59011,59,1,607,4,730,clinton
59012,16,1,413,4,457,clinton
59013,23,1,581,8,653,clinton
59014,21,1,732,7,831,clinton
59015,12,0,471,4,523,clinton
59016,32,1,611,7,719,clinton
59017,12,2,592,6,663,clinton
59018,23,3,586,2,646,clinton
59019,27,0,171,0,227,clinton
59020,29,1,549,8,614,clinton
59021,38,2,572,8,667,clinton
59022,58,4,617,4,751,clinton
59023,43,2,306,2,396,clinton
59024,55,2,541,5,639,clinton
59025,21,6,510,1,569,clinton
59026,101,4,640,9,785,clinton
59027,87,2,556,10,714,clinton
59028,88,4,467,9,615,clinton
59029,119,12,472,6,632,clinton
59030,103,3,511,11,674,clinton
59031,163,3,572,11,792,clinton
59032,99,4,583,5,735,clinton
59033,323,8,233,6,627,trump
59034,255,9,172,2,481,trump
59035,426,11,270,11,758,trump
59036,396,11,243,10,693,trump
59037,327,10,211,9,597,trump
59038,475,9,235,10,801,trump
59039,290,8,208,6,550,trump
59040,453,9,316,14,851,trump
59041,37,1,577,10,686,clinton
59042,399,8,154,6,622,trump
59043,270,4,105,7,410,trump
59044,422,10,186,13,670,trump
59045,310,5,95,2,450,trump
59046,5,1,18,0,38,clinton
59047,20,3,487,3,532,clinton
59048,9,0,14,0,66,clinton
59049,16,1,461,3,515,clinton
59050,187,13,464,8,729,clinton
59051,404,8,340,8,832,trump
59052,501,2,222,4,811,trump
59053,413,5,159,3,631,trump
59054,219,5,129,3,390,trump
59055,430,5,214,3,711,trump
59056,114,2,469,7,636,clinton
59057,206,11,414,9,696,clinton
59058,263,8,321,2,639,clinton
59059,429,9,311,8,816,trump
59060,377,7,180,1,612,trump
59061,413,3,153,3,619,trump
59062,264,0,93,0,378,trump
59063,18,1,282,0,329,clinton
59064,22,2,560,3,620,clinton
59065,37,1,748,4,834,clinton
59066,14,3,576,6,628,clinton
59067,29,2,521,3,614,clinton
59068,27,5,622,6,694,clinton
59069,41,1,622,4,722,clinton
59070,38,4,609,4,694,clinton
59071,29,2,690,4,771,clinton
59072,9,1,620,8,670,clinton
59073,23,0,601,3,672,clinton
59074,34,2,631,3,699,clinton
59075,48,8,714,6,822,clinton
59076,41,2,671,4,767,clinton
59077,0,0,0,0,0,null
59078,0,0,0,0,0,null
59079,0,0,0,0,0,null
59080,0,0,0,0,0,null
59081,0,0,0,0,0,null
59082,16,1,413,4,470,clinton
59083,253,5,296,4,619,clinton
59084,24,5,529,2,596,clinton
59085,23,3,521,3,585,clinton
59086,10,0,301,0,326,clinton
59087,11,2,299,6,334,clinton
60001,3,2,539,4,594,clinton
60002,18,1,590,4,653,clinton
60003,11,3,592,4,652,clinton
60004,43,2,302,2,362,clinton
60005,127,1,384,3,551,clinton
60006,3,0,212,1,231,clinton
60007,12,3,612,4,685,clinton
60008,12,4,631,5,701,clinton
60009,11,0,292,1,329,clinton
60010,9,0,327,0,354,clinton
60011,2,1,37,0,42,clinton
60012,6,0,282,1,335,clinton
60013,67,1,551,9,685,clinton
60014,16,2,531,3,596,clinton
60015,19,1,422,4,480,clinton
60016,6,0,258,1,275,clinton
60017,72,5,628,2,748,clinton
60018,8,1,382,3,427,clinton
60019,6,2,259,1,287,clinton
60020,4,0,116,1,133,clinton
60021,10,0,269,3,303,clinton
60022,19,1,392,4,454,clinton
60023,3,0,135,1,161,clinton
60024,23,2,398,4,510,clinton
60025,0,0,0,0,0,null
60026,21,1,670,1,730,clinton
60027,6,2,494,4,551,clinton
60028,10,2,586,8,648,clinton
60029,6,4,497,5,544,clinton
60030,9,0,308,2,357,clinton
60031,13,4,522,5,579,clinton
60032,22,1,576,4,662,clinton
60033,16,3,543,3,617,clinton
60034,14,3,647,9,729,clinton
60035,20,4,589,5,687,clinton
60036,13,4,529,6,612,clinton
60037,10,0,358,2,407,clinton
60038,7,0,321,5,365,clinton
60039,11,2,496,4,559,clinton
60040,9,0,398,2,442,clinton
60041,4,0,590,2,634,clinton
60042,16,1,590,4,649,clinton
60043,8,1,635,2,692,clinton
60044,11,0,267,5,300,clinton
60045,20,2,616,8,703,clinton
60046,9,4,709,5,773,clinton
60047,10,4,632,10,696,clinton
60048,4,1,180,1,191,clinton
60049,5,1,494,5,544,clinton
60050,7,2,206,3,238,clinton
60051,6,4,555,5,611,clinton
60052,7,1,408,2,448,clinton
60053,11,3,485,0,536,clinton
60054,9,2,604,5,674,clinton
60055,5,2,438,2,490,clinton
60056,12,1,466,4,521,clinton
60057,18,0,722,3,821,clinton
60058,8,2,485,1,526,clinton
60059,9,1,358,3,411,clinton
60060,7,2,501,4,561,clinton
60061,14,3,443,5,503,clinton
60062,52,2,579,2,673,clinton
60063,11,0,497,2,546,clinton
60064,14,0,613,2,670,clinton
60065,11,2,582,2,709,clinton
60066,6,1,271,2,305,clinton
60067,5,2,339,1,374,clinton
60068,5,2,353,6,394,clinton
60069,6,2,106,1,125,clinton
60070,3,0,227,3,253,clinton
60071,7,2,394,0,441,clinton
60072,5,0,492,5,538,clinton
60073,7,1,425,3,462,clinton
60074,153,1,413,3,610,clinton
60075,51,3,607,6,702,clinton
60076,41,3,374,2,457,clinton
60077,51,3,420,5,524,clinton
60078,56,1,542,3,637,clinton
60079,13,3,376,4,429,clinton
60080,11,2,530,4,581,clinton
60081,9,2,560,1,621,clinton
60082,18,3,754,10,855,clinton
60083,21,2,611,5,697,clinton
60084,5,0,261,1,279,clinton
60085,17,2,530,1,575,clinton
60086,18,0,358,1,427,clinton
60087,10,2,351,4,405,clinton
60088,5,1,359,4,396,clinton
60089,14,0,390,3,424,clinton
61001,115,6,646,27,928,clinton
61002,27,4,359,1,434,clinton
61003,129,8,680,30,974,clinton
61004,184,10,585,15,935,clinton
61005,63,15,469,20,644,clinton
61006,160,5,456,9,812,clinton
61007,37,3,526,7,629,clinton
61008,36,5,566,10,679,clinton
61009,121,11,485,13,697,clinton
61010,132,7,551,21,803,clinton
61011,130,7,353,11,616,clinton
61012,345,18,473,17,920,clinton
61013,137,7,416,11,652,clinton
61014,253,5,342,9,682,clinton
61015,232,12,468,11,817,clinton
61016,45,3,428,3,568,clinton
61017,77,2,529,13,707,clinton
61018,187,13,537,13,835,clinton
61019,230,8,477,18,816,clinton
61020,285,7,420,8,811,clinton
61021,93,3,551,8,726,clinton
61022,133,2,555,10,774,clinton
61023,225,9,481,13,825,clinton
61024,389,11,331,6,812,trump
61025,247,6,478,14,835,clinton
61026,138,8,516,12,746,clinton
61027,164,7,531,7,794,clinton
61028,213,10,458,14,763,clinton
61029,250,7,281,9,606,clinton
61030,236,4,523,10,846,clinton
61031,139,6,447,6,662,clinton
61032,115,11,401,3,700,clinton
61033,65,8,340,5,468,clinton
61034,480,8,231,5,842,trump
61035,403,5,144,5,593,trump
61036,243,4,135,6,437,trump
61037,238,12,365,11,747,clinton
61038,381,15,357,7,873,trump
61039,408,15,373,12,943,trump
61040,483,16,349,8,976,trump
61041,474,13,272,11,872,trump
61042,510,18,346,7,997,trump
61043,421,15,291,9,838,trump
61044,302,12,207,4,611,trump
61045,384,12,187,6,659,trump
61046,474,19,275,7,855,trump
61047,336,6,176,8,599,trump
61048,394,13,163,6,628,trump
61049,137,10,533,23,787,clinton
61050,105,7,515,9,730,clinton
61051,161,7,470,14,757,clinton
61052,177,8,214,5,461,clinton
61053,28,1,654,5,759,clinton
61054,112,4,395,13,752,clinton
61055,38,3,508,8,620,clinton
61056,75,5,470,10,641,clinton
61057,214,16,542,15,887,clinton
61058,21,2,765,3,876,clinton
61059,81,4,692,13,854,clinton
61060,158,7,444,7,696,clinton
61061,18,0,529,1,602,clinton
61062,267,6,197,3,530,trump
61063,108,0,113,5,255,clinton
61064,39,1,177,1,235,clinton
61065,76,5,421,13,578,clinton
61066,0,0,0,0,0,null
61067,0,0,0,0,0,null
61068,0,0,0,0,0,null
61069,90,3,371,2,527,clinton
61070,30,2,458,8,547,clinton
62001,699,21,136,6,940,trump
62002,675,15,151,4,951,trump
62003,621,10,139,5,877,trump
62004,590,13,186,8,873,trump
62005,685,10,108,3,883,trump
62006,559,8,188,8,844,trump
62007,501,5,142,7,704,trump
62008,666,9,192,7,941,trump
62009,267,6,88,4,406,trump
62010,365,6,109,1,528,trump
62011,664,15,157,3,938,trump
62012,660,14,196,8,962,trump
62013,708,12,231,12,1052,trump
62014,622,14,233,10,972,trump
62015,613,11,222,6,929,trump
62016,533,9,243,4,879,trump
62017,636,11,158,4,897,trump
62018,664,11,173,8,921,trump
62019,646,9,159,9,898,trump
62020,609,6,173,2,858,trump
62021,567,5,123,4,773,trump
62022,649,15,148,5,906,trump
62023,646,7,158,3,904,trump
62024,502,7,192,3,771,trump
62025,645,3,160,3,893,trump
62026,468,19,289,8,883,trump
62027,632,8,205,1,909,trump
62028,588,4,184,1,855,trump
62029,510,10,147,5,738,trump
62030,621,7,153,5,875,trump
62031,542,11,187,6,833,trump
62032,651,10,143,3,928,trump
62033,605,15,171,5,873,trump
62034,630,11,180,4,930,trump
62035,596,8,157,2,825,trump
62036,588,5,191,6,878,trump
62037,657,11,176,3,946,trump
62038,582,18,194,3,892,trump
62039,601,8,166,5,887,trump
62040,600,7,166,3,865,trump
62041,598,9,173,6,870,trump
62042,641,15,226,2,999,trump
62043,566,13,171,2,838,trump
62044,618,7,207,8,939,trump
62045,551,9,143,3,763,trump
62046,573,10,181,2,815,trump
62047,596,10,190,5,887,trump
62048,535,8,196,3,813,trump
62049,539,13,196,4,843,trump
62050,565,16,152,3,825,trump
62051,506,10,231,10,826,trump
62052,556,9,183,5,822,trump
62053,607,15,207,6,909,trump
62054,520,10,210,3,819,trump
62055,529,15,192,4,827,trump
62056,546,13,226,16,900,trump
62057,549,13,157,5,810,trump
62058,604,11,187,5,886,trump
62059,354,9,143,5,574,trump
62060,362,4,94,3,499,trump
62061,351,4,180,3,595,trump
62062,345,3,133,6,557,trump
62063,250,5,130,4,415,trump
62064,282,8,112,5,479,trump
62065,648,10,174,5,943,trump
62066,576,8,180,3,872,trump
62067,530,12,222,7,855,trump
62068,497,18,251,4,886,trump
62069,387,6,165,10,644,trump
62070,249,2,101,4,411,trump
62071,528,13,212,13,868,trump
62072,423,6,162,2,664,trump
62073,580,13,225,3,920,trump
62074,0,0,0,0,0,null
62075,0,0,0,0,0,null
62076,352,10,66,0,460,trump
63001,466,16,293,4,851,trump
63002,305,8,272,12,665,trump
63003,221,6,219,5,493,trump
63004,507,11,180,3,788,trump
63005,477,11,198,10,769,trump
63006,499,9,206,6,773,trump
63007,412,12,326,8,820,trump
63008,376,10,202,4,662,trump
63009,42,2,13,0,62,trump
63010,102,2,201,6,365,clinton
63011,408,10,381,4,896,trump
63012,434,13,334,9,884,trump
63013,377,12,378,14,879,clinton
63014,369,10,283,11,748,trump
63015,408,5,320,7,799,trump
63016,343,8,305,8,750,trump
63017,96,2,154,2,310,clinton
63018,519,17,205,13,819,trump
63019,212,5,167,4,428,trump
63020,284,11,147,2,627,trump
63021,459,4,255,5,786,trump
63022,398,7,288,7,777,trump
63023,318,8,213,4,572,trump
63024,394,5,293,11,805,trump
63025,382,11,184,8,671,trump
63026,461,13,206,7,756,trump
63027,388,7,218,10,683,trump
63028,502,7,215,2,820,trump
63029,503,9,275,8,896,trump
63030,359,7,308,6,765,trump
63031,349,11,337,3,790,trump
63032,461,10,323,6,897,trump
63033,454,9,248,5,773,trump
63034,307,2,163,3,519,trump
63035,465,14,205,8,788,trump
63036,404,18,295,10,813,trump
63037,264,4,489,9,840,clinton
63038,225,9,525,7,811,clinton
63039,171,9,569,21,846,clinton
63040,87,4,367,3,508,clinton
63041,25,0,349,3,420,clinton
63042,33,7,502,7,617,clinton
63043,95,7,595,5,776,clinton
63044,46,1,319,7,419,clinton
63045,24,4,470,8,593,clinton
63046,214,6,117,6,403,trump
63047,531,7,266,4,919,trump
63048,479,15,208,4,842,trump
63049,483,8,229,9,834,trump
63050,440,21,327,7,887,trump
63051,375,13,213,2,688,trump
63052,317,7,177,11,575,trump
63053,322,6,296,2,669,trump
63054,361,13,392,8,908,clinton
63055,300,7,290,7,676,trump
63056,277,11,382,0,730,clinton
63057,466,7,268,5,845,trump
63058,487,4,303,6,896,trump
63059,477,12,281,3,861,trump
63060,394,14,325,8,840,trump
63061,308,13,292,14,733,trump
63062,272,12,149,2,489,trump
63063,455,12,249,7,813,trump
63064,535,13,261,3,923,trump
63065,399,12,258,5,737,trump
63066,391,12,223,9,683,trump
63067,353,11,190,7,619,trump
63068,250,7,488,3,899,clinton
63069,260,3,243,5,731,trump
63070,217,2,165,5,431,trump
63071,59,4,349,11,461,clinton
63072,359,6,252,6,682,trump
63073,348,12,286,10,724,trump
63074,167,2,152,6,391,trump
63075,81,3,312,8,453,clinton
63076,0,0,0,0,0,null
63077,0,0,0,0,0,null
63078,0,0,0,0,0,null
63079,0,0,0,0,0,null
63080,0,0,0,0,0,null
63081,310,6,223,6,604,trump
64001,544,8,201,9,832,trump
64002,613,11,168,7,886,trump
64003,580,11,171,4,873,trump
64004,559,17,182,7,829,trump
64005,578,10,222,6,901,trump
64006,539,5,218,8,879,trump
64007,621,6,173,4,924,trump
64008,572,8,205,3,879,trump
64009,572,9,200,7,876,trump
64010,600,15,185,6,883,trump
64011,179,9,59,2,280,trump
64012,402,10,125,2,599,trump
64013,170,4,82,3,290,trump
64014,553,13,229,7,877,trump
64015,566,8,169,5,841,trump
64016,597,14,197,10,929,trump
64017,565,14,233,7,909,trump
64018,461,10,232,12,809,trump
64019,201,4,317,6,629,clinton
64020,474,10,247,6,813,trump
64021,390,9,182,8,631,trump
64022,508,10,255,7,888,trump
64023,465,13,256,9,825,trump
64024,417,9,209,6,685,trump
64025,418,9,234,7,766,trump
64026,486,15,239,1,798,trump
64027,415,8,218,9,687,trump
64028,370,8,148,14,591,trump
64029,479,16,241,9,815,trump
64030,381,6,192,1,629,trump
64031,428,9,246,4,774,trump
64032,436,13,296,10,838,trump
64033,451,9,207,8,750,trump
64034,403,14,229,7,836,trump
64035,502,11,226,3,847,trump
64036,387,7,274,8,758,trump
64037,312,7,197,6,608,trump
64038,236,6,237,6,539,clinton
64039,458,11,250,11,804,trump
64040,230,4,379,9,677,clinton
64041,449,13,253,9,788,trump
64042,349,13,297,9,733,trump
64043,312,9,278,5,647,trump
64044,397,7,288,13,773,trump
64045,203,13,170,3,440,trump
64046,255,6,214,6,549,trump
64047,293,8,286,13,660,trump
64048,266,5,77,3,407,trump
64049,276,12,280,8,679,clinton
64050,302,14,386,13,821,clinton
64051,274,7,394,10,740,clinton
64052,365,8,317,3,766,trump
64053,293,11,285,12,671,trump
64054,0,0,0,0,0,null
64055,0,0,0,0,0,null
64056,0,0,0,0,0,null
64057,0,0,0,0,0,null
64058,0,0,0,0,0,null
64059,0,0,0,0,0,null
64060,0,0,0,0,0,null
64061,0,0,0,0,0,null
64062,193,5,77,1,319,trump
64075,268,15,486,9,857,clinton
64076,245,15,482,18,857,clinton
64077,271,13,421,25,804,clinton
64078,289,11,540,19,941,clinton
64079,185,9,442,13,698,clinton
64080,153,13,449,20,695,clinton
64081,89,5,206,8,346,clinton
64082,37,0,84,4,138,clinton
64083,165,16,313,10,548,clinton
64084,225,18,362,15,702,clinton
64085,183,9,319,8,568,clinton
64086,183,12,398,16,655,clinton
64087,184,15,306,6,575,clinton
64088,212,16,429,17,721,clinton
64089,327,17,231,7,632,trump
64090,258,15,399,13,778,clinton
64091,224,3,165,0,416,trump
64092,0,0,0,0,0,null
64093,0,0,0,0,0,null
64094,0,0,0,0,0,null
64095,0,0,0,0,0,null
64096,0,0,0,0,0,null
64097,0,0,0,0,0,null
64098,141,9,285,11,487,clinton
65001,74,17,434,5,589,clinton
65002,116,21,601,7,805,clinton
65003,57,12,427,5,554,clinton
65004,102,20,612,8,811,clinton
65005,55,6,327,0,418,clinton
65006,132,13,441,9,660,clinton
65007,169,7,355,7,577,clinton
65008,213,9,443,14,742,clinton
65009,62,21,465,11,619,clinton
65010,64,16,554,11,708,clinton
65011,60,18,431,6,579,clinton
65012,111,8,435,8,616,clinton
65013,96,20,443,2,603,clinton
65014,129,24,532,10,784,clinton
65015,94,14,506,9,694,clinton
