aded,trump,johnson,clinton,stein,total,winner
82056,163,15,255,3,553,clinton
82057,154,5,213,4,466,clinton
82058,213,8,218,5,476,clinton
82059,5,0,25,0,42,clinton
82060,233,7,270,8,575,clinton
82061,240,14,303,7,637,clinton
82062,219,10,240,13,536,clinton
82063,183,5,236,7,478,clinton
82064,72,3,269,4,396,clinton
82065,57,5,725,10,850,clinton
82066,40,0,365,7,449,clinton
82067,34,2,441,1,515,clinton
82068,22,1,347,2,410,clinton
82069,29,2,376,3,435,clinton
82070,23,4,319,3,388,clinton
82071,19,4,379,1,436,clinton
82072,27,3,389,4,455,clinton
82073,22,2,359,4,430,clinton
82074,23,4,308,3,376,clinton
82075,13,0,304,1,348,clinton
82076,14,1,312,8,359,clinton
82077,17,1,399,4,470,clinton
82078,28,1,437,2,499,clinton
82079,26,2,439,5,516,clinton
82080,0,0,0,0,0,null
82081,30,1,374,6,444,clinton
82082,21,6,250,4,305,clinton
82083,11,0,85,0,105,clinton
82084,27,1,480,5,565,clinton
82085,34,1,335,6,407,clinton
82086,21,2,330,5,407,clinton
82087,17,1,346,3,411,clinton
82088,15,5,388,4,453,clinton
82089,28,2,406,1,469,clinton
82090,30,2,361,8,433,clinton
82091,20,2,201,0,240,clinton
82092,34,6,491,1,581,clinton
82093,27,1,374,4,438,clinton
82094,20,2,373,9,449,clinton
82095,31,5,502,6,597,clinton
82096,22,1,326,5,386,clinton
82097,43,1,400,5,503,clinton
82098,42,1,473,3,553,clinton
82099,16,3,444,6,511,clinton
82100,29,2,386,7,457,clinton
82101,15,2,363,1,407,clinton
82102,18,1,347,5,407,clinton
82103,19,3,310,2,356,clinton
82104,18,3,420,3,488,clinton
82105,25,1,408,5,480,clinton
82106,1,0,0,1,2,trump
82107,74,3,131,1,238,clinton
82108,0,0,1,0,2,clinton
82109,36,4,237,1,423,clinton
82110,0,0,0,0,0,null
82111,0,0,0,0,0,null
82112,0,0,0,0,0,null
82113,0,0,0,0,0,null
82114,0,0,0,0,0,null
82115,0,0,0,0,0,null
82116,0,0,0,0,0,null
82117,0,0,0,0,0,null
82118,0,0,0,0,0,null
83001,35,8,676,11,810,clinton
83002,5,0,95,0,117,clinton
83003,14,0,361,3,425,clinton
83004,15,2,201,1,252,clinton
83005,6,2,110,1,123,clinton
83006,18,1,455,3,520,clinton
83007,10,6,504,3,560,clinton
83008,16,3,353,4,484,clinton
83009,13,3,407,1,451,clinton
83010,20,2,692,1,767,clinton
83011,20,0,506,6,601,clinton
83012,0,0,0,0,0,null
83013,24,1,639,7,749,clinton
83014,23,2,747,11,915,clinton
83015,15,1,611,10,705,clinton
83016,9,0,583,3,671,clinton
83017,9,2,500,0,589,clinton
83018,11,2,495,6,557,clinton
83019,14,1,394,4,459,clinton
83020,6,0,392,3,437,clinton
83021,12,0,446,2,496,clinton
83022,20,4,407,4,482,clinton
83023,14,2,403,6,463,clinton
83024,7,2,226,5,289,clinton
83025,10,0,378,3,433,clinton
83026,15,0,270,4,314,clinton
83027,31,2,547,4,642,clinton
83028,24,4,632,7,722,clinton
83029,18,0,363,1,408,clinton
83030,26,0,442,6,585,clinton
83031,13,0,484,4,552,clinton
83032,17,2,539,3,599,clinton
83033,19,1,466,5,543,clinton
83034,14,0,540,4,638,clinton
83035,19,2,408,2,489,clinton
83036,15,0,243,1,295,clinton
83037,5,0,441,2,507,clinton
83038,13,1,507,4,595,clinton
83039,15,0,427,2,504,clinton
83040,8,1,379,2,431,clinton
83041,12,1,364,2,408,clinton
83042,12,3,457,0,525,clinton
83043,8,1,425,4,483,clinton
83044,13,5,547,2,633,clinton
83045,13,2,546,1,635,clinton
83046,25,3,423,4,511,clinton
83047,23,0,428,7,519,clinton
83048,13,1,442,3,528,clinton
83049,14,2,437,1,509,clinton
83050,22,2,538,4,611,clinton
83051,10,3,512,2,596,clinton
83052,18,2,518,5,611,clinton
83053,14,0,435,2,499,clinton
83054,10,0,384,0,438,clinton
83055,11,1,554,4,629,clinton
83056,19,1,524,7,591,clinton
83057,12,3,468,5,530,clinton
83058,7,3,335,1,379,clinton
83059,16,3,553,4,631,clinton
83060,15,0,214,2,248,clinton
83061,6,3,325,5,376,clinton
83062,6,3,261,2,302,clinton
83063,10,1,343,3,381,clinton
83064,12,1,419,3,473,clinton
83065,12,0,359,2,404,clinton
83066,25,2,562,4,647,clinton
83067,25,3,606,10,703,clinton
83068,0,0,1,0,2,clinton
83069,24,2,717,9,798,clinton
83070,46,1,576,7,690,clinton
83071,30,1,574,7,666,clinton
83072,19,3,365,6,435,clinton
83073,13,1,506,1,580,clinton
83074,33,1,502,3,609,clinton
83075,24,2,569,6,678,clinton
83076,26,2,575,5,663,clinton
83077,11,0,484,7,559,clinton
83078,16,4,406,3,477,clinton
83079,22,5,629,6,729,clinton
83080,14,5,462,2,552,clinton
83081,24,1,574,5,677,clinton
83082,19,2,541,3,613,clinton
83083,25,0,477,4,539,clinton
83084,5,0,46,0,56,clinton
83085,12,1,244,5,286,clinton
83086,17,1,298,0,339,clinton
83087,0,0,0,0,0,null
84001,28,1,550,4,657,clinton
84002,22,3,528,1,621,clinton
84003,27,2,523,3,607,clinton
84004,18,2,501,1,566,clinton
84005,28,3,456,6,531,clinton
84006,26,0,571,4,656,clinton
84007,23,1,500,3,579,clinton
84008,40,3,706,3,815,clinton
84009,22,0,363,3,419,clinton
84010,18,0,549,5,617,clinton
84011,24,1,571,3,699,clinton
84012,20,0,416,2,490,clinton
84013,31,1,532,6,739,clinton
84014,34,3,473,10,579,clinton
84015,12,0,293,1,334,clinton
84016,27,6,655,3,775,clinton
84017,8,2,189,2,233,clinton
84018,6,1,129,2,158,clinton
84019,21,0,501,1,566,clinton
84020,15,5,449,7,523,clinton
84021,0,0,75,4,89,clinton
84022,12,1,112,0,153,clinton
84023,17,3,500,2,549,clinton
84024,26,3,422,7,493,clinton
84025,22,0,530,13,624,clinton
84026,7,0,207,1,239,clinton
84027,6,1,283,2,326,clinton
84028,28,1,613,3,688,clinton
84029,11,3,364,4,418,clinton
84030,10,0,295,5,324,clinton
84031,8,1,266,2,295,clinton
84032,4,0,248,0,283,clinton
84033,23,1,377,3,440,clinton
84034,28,0,610,4,743,clinton
84035,24,3,372,3,448,clinton
84036,5,0,153,0,160,clinton
84037,20,0,405,6,474,clinton
84038,33,2,411,8,509,clinton
84039,46,5,504,7,636,clinton
84040,19,1,465,5,546,clinton
84041,29,1,395,7,472,clinton
84042,20,2,479,7,539,clinton
84043,22,1,431,6,510,clinton
84044,20,1,423,4,487,clinton
84045,24,2,341,1,393,clinton
84046,20,4,357,2,412,clinton
84047,7,4,167,3,204,clinton
84048,42,0,405,4,508,clinton
84049,12,0,186,10,221,clinton
84050,19,2,349,9,410,clinton
84051,35,3,773,3,871,clinton
84052,26,2,556,4,616,clinton
84053,0,0,0,0,0,null
84054,29,4,444,4,527,clinton
84055,28,3,419,6,492,clinton
84056,14,3,439,7,493,clinton
84057,30,3,456,7,532,clinton
84058,34,3,420,9,496,clinton
84059,20,3,450,8,530,clinton
84060,30,2,378,4,449,clinton
84061,15,2,431,2,488,clinton
84062,18,0,353,5,411,clinton
84063,8,2,362,7,414,clinton
84064,26,3,537,3,630,clinton
84065,17,5,383,5,458,clinton
84066,34,2,504,4,597,clinton
84067,16,0,364,7,447,clinton
84068,9,3,367,2,423,clinton
84069,18,1,207,2,246,clinton
84070,7,2,229,3,264,clinton
84071,48,2,515,1,624,clinton
84072,37,4,506,6,588,clinton
84073,4,0,115,2,126,clinton
84074,30,4,453,4,535,clinton
84075,25,1,403,5,472,clinton
84076,5,0,43,2,53,clinton
84077,14,1,373,3,431,clinton
84078,2,0,108,0,132,clinton
84079,1,0,4,0,5,clinton
84080,18,1,438,5,511,clinton
84081,0,0,0,0,0,null
85001,28,5,579,4,691,clinton
85002,38,7,427,5,517,clinton
85003,60,3,560,7,692,clinton
85004,43,0,416,1,497,clinton
85005,46,5,486,8,580,clinton
85006,29,4,250,1,301,clinton
85007,39,3,413,5,497,clinton
85008,44,4,542,8,648,clinton
85009,22,0,326,7,381,clinton
85010,19,2,382,1,445,clinton
85011,14,2,489,2,543,clinton
85012,24,3,549,3,638,clinton
85013,7,2,510,8,590,clinton
85014,11,0,298,4,343,clinton
85015,24,4,465,4,557,clinton
85016,4,2,273,2,313,clinton
85017,8,0,421,3,474,clinton
85018,9,0,20,2,34,clinton
85019,8,1,587,5,652,clinton
85020,18,5,512,4,587,clinton
85021,14,2,521,2,586,clinton
85022,18,1,390,1,457,clinton
85023,6,0,314,0,351,clinton
85024,19,6,544,4,634,clinton
85025,17,5,595,8,700,clinton
85026,22,3,419,5,504,clinton
85027,23,2,241,1,289,clinton
85028,1,0,57,0,64,clinton
85029,11,1,336,2,371,clinton
85030,16,4,434,3,483,clinton
85031,14,4,514,7,593,clinton
85032,47,2,556,8,678,clinton
85033,31,4,460,7,555,clinton
85034,18,0,402,3,462,clinton
85035,0,0,0,0,0,null
85036,3,0,71,0,85,clinton
85037,11,2,528,1,591,clinton
85038,7,1,344,3,392,clinton
85039,19,1,524,3,582,clinton
85040,13,2,258,4,308,clinton
85041,38,0,542,3,628,clinton
85042,20,5,380,6,452,clinton
85043,35,1,314,2,380,clinton
85044,17,3,382,0,441,clinton
85045,38,1,510,5,633,clinton
85046,12,0,322,3,360,clinton
85047,23,4,402,7,482,clinton
85048,32,5,440,5,514,clinton
85049,34,3,588,3,674,clinton
85050,23,3,467,5,528,clinton
85051,19,0,334,5,380,clinton
85052,21,3,466,1,535,clinton
85053,31,3,473,9,564,clinton
85054,41,1,453,10,547,clinton
85055,39,1,565,5,674,clinton
85056,12,0,216,1,255,clinton
85057,22,1,346,6,413,clinton
85058,28,4,494,6,593,clinton
85059,36,1,572,6,679,clinton
85060,17,1,381,2,456,clinton
85061,20,0,245,2,299,clinton
85062,28,1,475,13,567,clinton
85063,28,1,439,2,516,clinton
85064,18,1,452,3,523,clinton
85065,24,1,547,7,640,clinton
85066,39,0,519,2,606,clinton
85067,21,2,418,6,491,clinton
85068,38,1,505,4,612,clinton
85069,16,1,495,2,553,clinton
85070,19,0,356,2,411,clinton
85071,0,0,0,0,0,null
85072,0,0,0,0,0,null
85073,0,0,0,0,0,null
85074,0,0,0,0,0,null
85075,0,0,0,0,0,null
85076,0,0,0,0,0,null
85077,0,0,0,0,0,null
85078,0,0,0,0,0,null
85079,0,0,0,0,0,null
85080,13,0,180,1,221,clinton
85081,12,2,391,5,455,clinton
85082,19,2,283,3,338,clinton
86001,14,2,587,4,666,clinton
86002,21,5,524,5,624,clinton
86003,22,1,366,2,426,clinton
86004,21,0,306,1,358,clinton
86005,11,1,320,2,374,clinton
86006,17,1,413,1,493,clinton
86007,19,2,406,0,449,clinton
86008,28,1,596,1,700,clinton
86009,14,2,480,2,547,clinton
86010,18,1,333,2,399,clinton
86011,17,2,378,5,433,clinton
86012,38,2,500,5,595,clinton
86013,23,2,541,5,626,clinton
86014,32,0,556,9,1199,clinton
86015,21,6,489,3,562,clinton
86016,24,4,602,7,715,clinton
86017,27,3,486,5,587,clinton
86018,27,4,510,8,607,clinton
86019,30,4,445,8,535,clinton
86020,35,5,600,9,728,clinton
86021,2,0,65,0,75,clinton
86022,19,2,485,11,584,clinton
86023,19,1,360,11,441,clinton
86024,32,2,553,4,658,clinton
86025,15,1,439,6,512,clinton
86026,23,1,415,2,502,clinton
86027,25,2,396,5,458,clinton
86028,23,2,445,7,528,clinton
86029,21,1,476,3,539,clinton
86030,31,2,363,11,446,clinton
86031,24,5,399,2,473,clinton
86032,18,3,489,3,550,clinton
86033,19,4,495,6,584,clinton
86034,21,1,601,3,718,clinton
86035,23,1,594,1,698,clinton
86036,31,1,571,7,659,clinton
86037,28,4,490,8,602,clinton
86038,11,2,220,3,263,clinton
86039,21,3,360,3,434,clinton
86040,26,3,528,4,604,clinton
86041,17,1,403,5,467,clinton
86042,1,0,9,0,10,clinton
86043,2,0,116,0,131,clinton
86044,11,0,178,1,206,clinton
86045,21,1,415,4,491,clinton
86046,11,0,425,2,500,clinton
86047,18,1,691,9,799,clinton
86048,21,3,330,4,401,clinton
86049,27,2,484,8,581,clinton
86050,19,4,519,2,587,clinton
86051,13,2,424,6,496,clinton
86052,26,3,485,6,576,clinton
86053,18,3,384,3,461,clinton
86054,23,0,600,3,686,clinton
86055,25,5,475,6,559,clinton
86056,44,2,518,4,629,clinton
86057,24,2,424,2,502,clinton
86058,32,0,468,5,572,clinton
86059,33,3,464,3,535,clinton
86060,0,0,40,0,47,clinton
86061,19,2,314,3,379,clinton
86062,21,1,353,1,403,clinton
86063,24,3,452,6,549,clinton
86064,24,2,462,6,565,clinton
86065,17,2,227,0,271,clinton
86066,16,1,287,4,338,clinton
86067,25,3,443,5,523,clinton
87001,2,0,68,1,78,clinton
87002,14,5,393,4,478,clinton
87003,9,3,210,5,270,clinton
87004,20,2,449,3,530,clinton
87005,12,3,315,1,358,clinton
87006,32,2,469,10,578,clinton
87007,14,0,350,5,393,clinton
87008,12,1,314,6,358,clinton
87009,25,3,394,7,476,clinton
87010,39,2,591,5,695,clinton
87011,12,1,357,4,415,clinton
87012,0,0,0,0,0,null
87013,15,1,159,1,190,clinton
87014,9,0,155,2,189,clinton
87015,4,0,164,1,191,clinton
87016,12,0,131,0,154,clinton
87017,19,2,165,2,210,clinton
87018,33,2,405,4,494,clinton
87019,39,1,425,2,512,clinton
87020,48,5,421,7,531,clinton
87021,2,0,85,2,101,clinton
87022,15,0,266,1,312,clinton
87023,44,5,511,5,604,clinton
87024,21,3,243,4,285,clinton
87025,8,0,206,2,247,clinton
87026,41,1,499,1,627,clinton
87027,23,2,289,5,356,clinton
87028,35,4,502,5,604,clinton
87029,39,0,312,11,414,clinton
87030,12,0,161,2,200,clinton
87031,18,1,313,4,373,clinton
87032,38,2,509,4,597,clinton
87033,31,1,547,7,644,clinton
87034,51,1,478,3,587,clinton
87035,30,3,430,3,498,clinton
87036,44,6,494,8,592,clinton
87037,59,3,614,5,746,clinton
87038,31,4,601,11,723,clinton
87039,64,2,648,11,782,clinton
87040,62,6,671,4,813,clinton
87041,31,1,261,2,320,clinton
87042,27,2,491,6,585,clinton
87043,1,0,0,0,2,trump
87044,23,1,99,1,133,clinton
87045,17,0,55,0,83,clinton
87046,56,3,452,7,563,clinton
87047,45,4,744,5,872,clinton
87048,18,3,504,6,589,clinton
87049,66,3,786,13,942,clinton
87050,16,1,305,4,366,clinton
87051,18,1,446,3,516,clinton
87052,33,2,536,9,654,clinton
87053,56,3,720,8,866,clinton
87054,76,10,745,7,933,clinton
87055,43,1,490,8,591,clinton
87056,57,1,572,13,711,clinton
87057,56,3,670,4,792,clinton
87058,27,2,523,4,600,clinton
87059,48,4,678,5,778,clinton
87060,16,2,300,5,343,clinton
87061,32,2,594,5,687,clinton
87062,36,4,634,11,759,clinton
87063,8,0,45,0,61,clinton
87064,0,0,2,0,2,clinton
87065,49,3,290,5,381,clinton
87066,33,2,379,8,460,clinton
87067,35,0,309,8,385,clinton
87068,64,4,624,6,758,clinton
87069,49,3,393,7,509,clinton
87070,17,1,457,5,513,clinton
87071,16,5,257,2,305,clinton
87072,44,5,311,0,400,clinton
87073,4,2,59,0,83,clinton
87074,64,0,489,8,605,clinton
87075,40,4,379,5,452,clinton
87076,63,6,383,4,487,clinton
87077,41,1,433,6,514,clinton
87078,50,4,504,8,608,clinton
87079,7,3,127,2,148,clinton
87080,35,2,347,1,418,clinton
87081,35,1,389,4,477,clinton
87082,17,0,302,1,351,clinton
87083,7,0,27,1,87,clinton
87084,28,3,319,3,406,clinton
87085,38,4,810,3,911,clinton
87086,6,0,225,1,263,clinton
87087,22,1,571,7,641,clinton
87088,27,0,491,5,575,clinton
87089,16,2,480,5,566,clinton
87090,0,0,0,0,0,null
87091,0,0,0,0,0,null
87092,0,0,0,0,0,null
87093,0,0,0,0,0,null
87094,0,0,0,0,0,null
87095,0,0,0,0,0,null
